
REPORT: puf.csv, regrown, to 2017 w/ tc weights no stage3, reweighted, then TPC geoweights and reweighting

Data are for filers only, using IRS filing requirements plus estimates of likely filing.

This report is in 3 sections:
  1. Summary report for all variables, summarized over all filers
  2. Detailed report by AGI range for each variable
  3. Table that provides details on puf variables and their mappings to irs data

1. Summary report for all variables, summarized over all filers:

    common_stub     incrange         pufvar                  irsvar                 irs                 puf            diff  pdiff                                                                    column_description
340           10        $75,000 under $100,000  nret_all  nret_all   13,508,353   13,508,353   -0  -0.0%  Number of returns
374           11       $100,000 under $200,000  nret_all  nret_all   19,951,450   19,951,450    0   0.0%  Number of returns
408           12       $200,000 under $500,000  nret_all  nret_all    6,215,046    6,215,046    0   0.0%  Number of returns
442           13     $500,000 under $1,000,000  nret_all  nret_all    1,010,203    1,010,203    0   0.0%  Number of returns
476           14   $1,000,000 under $1,500,000  nret_all  nret_all      222,611      222,611    0   0.0%  Number of returns
510           15   $1,500,000 under $2,000,000  nret_all  nret_all       90,527       90,527   -0  -0.0%  Number of returns
544           16   $2,000,000 under $5,000,000  nret_all  nret_all      129,868      129,868    0   0.0%  Number of returns
578           17  $5,000,000 under $10,000,000  nret_all  nret_all       31,628       31,628    0   0.0%  Number of returns
612           18           $10,000,000 or more  nret_all  nret_all       20,223       20,223    0   0.0%  Number of returns

     common_stub                      incrange pufvar       irsvar         irs         puf diff  pdiff                   column_description
1              0                   All returns  mars1  nret_single  73,021,932  73,021,932   -0  -0.0%  Number of returns of single persons
35             1                  Under $5,000  mars1  nret_single   9,624,749   9,624,749   -0  -0.0%  Number of returns of single persons
69             2          $5,000 under $10,000  mars1  nret_single   8,354,084   8,354,084    0   0.0%  Number of returns of single persons
103            3         $10,000 under $15,000  mars1  nret_single   7,508,038   7,508,038    0   0.0%  Number of returns of single persons
137            4         $15,000 under $20,000  mars1  nret_single   6,275,620   6,275,620    0   0.0%  Number of returns of single persons
171            5         $20,000 under $25,000  mars1  nret_single   5,619,627   5,619,627   -0  -0.0%  Number of returns of single persons
205            6         $25,000 under $30,000  mars1  nret_single   4,879,918   4,879,918    0   0.0%  Number of returns of single persons
239            7         $30,000 under $40,000  mars1  nret_single   8,056,894   8,056,894   -0  -0.0%  Number of returns of single persons
273            8         $40,000 under $50,000  mars1  nret_single   6,021,209   6,021,209    0   0.0%  Number of returns of single persons
307            9         $50,000 under $75,000  mars1  nret_single   8,817,515   8,817,515    0   0.0%  Number of returns of single persons
341           10        $75,000 under $100,000  mars1  nret_single   3,751,264   3,751,264    0   0.0%  Number of returns of single persons
375           11       $100,000 under $200,000  mars1  nret_single   3,243,701   3,243,701   -0  -0.0%  Number of returns of single persons
409           12       $200,000 under $500,000  mars1  nret_single     699,528     699,528    0   0.0%  Number of returns of single persons
443           13     $500,000 under $1,000,000  mars1  nret_single     110,266     110,266   -0  -0.0%  Number of returns of single persons
477           14   $1,000,000 under $1,500,000  mars1  nret_single      26,192      26,192    0   0.0%  Number of returns of single persons
511           15   $1,500,000 under $2,000,000  mars1  nret_single      10,635      10,635    0   0.0%  Number of returns of single persons
545           16   $2,000,000 under $5,000,000  mars1  nret_single      16,163      16,163   -0  -0.0%  Number of returns of single persons
579           17  $5,000,000 under $10,000,000  mars1  nret_single       3,882       3,882    0   0.0%  Number of returns of single persons
613           18           $10,000,000 or more  mars1  nret_single       2,646       2,646    0   0.0%  Number of returns of single persons

     common_stub                      incrange pufvar      irsvar         irs         puf diff  pdiff                                                                    column_description
2              0                   All returns  mars2  nret_mfjss  54,774,397  54,774,397   -0  -0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
36             1                  Under $5,000  mars2  nret_mfjss   1,380,491   1,380,491    0   0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
70             2          $5,000 under $10,000  mars2  nret_mfjss     964,726     964,726    0   0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
104            3         $10,000 under $15,000  mars2  nret_mfjss   1,320,912   1,320,912    0   0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
138            4         $15,000 under $20,000  mars2  nret_mfjss   1,521,743   1,521,743    0   0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
172            5         $20,000 under $25,000  mars2  nret_mfjss   1,797,799   1,797,799   -0  -0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
206            6         $25,000 under $30,000  mars2  nret_mfjss   1,657,652   1,657,652    0   0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
240            7         $30,000 under $40,000  mars2  nret_mfjss   3,456,996   3,456,996   -0  -0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
274            8         $40,000 under $50,000  mars2  nret_mfjss   3,372,258   3,372,258    0   0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
308            9         $50,000 under $75,000  mars2  nret_mfjss   8,786,118   8,786,118    0   0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
342           10        $75,000 under $100,000  mars2  nret_mfjss   8,396,454   8,396,454    0   0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
376           11       $100,000 under $200,000  mars2  nret_mfjss  15,538,630  15,538,630   -0  -0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
410           12       $200,000 under $500,000  mars2  nret_mfjss   5,303,488   5,303,488    0   0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
444           13     $500,000 under $1,000,000  mars2  nret_mfjss     864,399     864,399   -0  -0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
478           14   $1,000,000 under $1,500,000  mars2  nret_mfjss     187,207     187,207    0   0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
512           15   $1,500,000 under $2,000,000  mars2  nret_mfjss      75,877      75,877    0   0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
546           16   $2,000,000 under $5,000,000  mars2  nret_mfjss     107,321     107,321   -0  -0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
580           17  $5,000,000 under $10,000,000  mars2  nret_mfjss      26,083      26,083    0   0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
614           18           $10,000,000 or more  mars2  nret_mfjss      16,242      16,242    0   0.0%  Number of returns of married persons filing jointly and returns of surviving spouses

     common_stub                      incrange pufvar    irsvar        irs        puf diff  pdiff                                      column_description
3              0                   All returns  mars3  nret_mfs  3,212,807  3,212,807   -0  -0.0%  Number of returns of married persons filing separately
37             1                  Under $5,000  mars3  nret_mfs    201,766    201,766    0   0.0%  Number of returns of married persons filing separately
71             2          $5,000 under $10,000  mars3  nret_mfs    144,723    144,723    0   0.0%  Number of returns of married persons filing separately
105            3         $10,000 under $15,000  mars3  nret_mfs    151,753    151,753    0   0.0%  Number of returns of married persons filing separately
139            4         $15,000 under $20,000  mars3  nret_mfs    165,662    165,662    0   0.0%  Number of returns of married persons filing separately
173            5         $20,000 under $25,000  mars3  nret_mfs    208,854    208,854   -0  -0.0%  Number of returns of married persons filing separately
207            6         $25,000 under $30,000  mars3  nret_mfs    237,759    237,759    0   0.0%  Number of returns of married persons filing separately
241            7         $30,000 under $40,000  mars3  nret_mfs    441,031    441,031   -0  -0.0%  Number of returns of married persons filing separately
275            8         $40,000 under $50,000  mars3  nret_mfs    396,157    396,157    0   0.0%  Number of returns of married persons filing separately
309            9         $50,000 under $75,000  mars3  nret_mfs    635,460    635,460    0   0.0%  Number of returns of married persons filing separately
343           10        $75,000 under $100,000  mars3  nret_mfs    285,591    285,591    0   0.0%  Number of returns of married persons filing separately
377           11       $100,000 under $200,000  mars3  nret_mfs    271,847    271,847   -0  -0.0%  Number of returns of married persons filing separately
411           12       $200,000 under $500,000  mars3  nret_mfs     51,414     51,414    0   0.0%  Number of returns of married persons filing separately
445           13     $500,000 under $1,000,000  mars3  nret_mfs     10,784     10,784   -0  -0.0%  Number of returns of married persons filing separately
479           14   $1,000,000 under $1,500,000  mars3  nret_mfs      3,100      3,100    0   0.0%  Number of returns of married persons filing separately
513           15   $1,500,000 under $2,000,000  mars3  nret_mfs      1,891      1,891    0   0.0%  Number of returns of married persons filing separately
547           16   $2,000,000 under $5,000,000  mars3  nret_mfs      3,165      3,165   -0  -0.0%  Number of returns of married persons filing separately
581           17  $5,000,000 under $10,000,000  mars3  nret_mfs        994        994    0   0.0%  Number of returns of married persons filing separately
615           18           $10,000,000 or more  mars3  nret_mfs        855        855   -0  -0.0%  Number of returns of married persons filing separately

     common_stub                      incrange pufvar    irsvar         irs         puf diff  pdiff                        column_description
4              0                   All returns  mars4  nret_hoh  21,894,095  21,894,096    1   0.0%  Number of returns of heads of households
38             1                  Under $5,000  mars4  nret_hoh     575,416     575,416    0   0.0%  Number of returns of heads of households
72             2          $5,000 under $10,000  mars4  nret_hoh   1,326,029   1,326,029    0   0.0%  Number of returns of heads of households
106            3         $10,000 under $15,000  mars4  nret_hoh   2,613,933   2,613,933    0   0.0%  Number of returns of heads of households
140            4         $15,000 under $20,000  mars4  nret_hoh   2,702,244   2,702,244    0   0.0%  Number of returns of heads of households
174            5         $20,000 under $25,000  mars4  nret_hoh   2,357,549   2,357,549   -0  -0.0%  Number of returns of heads of households
208            6         $25,000 under $30,000  mars4  nret_hoh   2,049,219   2,049,219    0   0.0%  Number of returns of heads of households
242            7         $30,000 under $40,000  mars4  nret_hoh   3,254,088   3,254,088   -0  -0.0%  Number of returns of heads of households
276            8         $40,000 under $50,000  mars4  nret_hoh   2,125,974   2,125,974    0   0.0%  Number of returns of heads of households
310            9         $50,000 under $75,000  mars4  nret_hoh   2,719,352   2,719,352    0   0.0%  Number of returns of heads of households
344           10        $75,000 under $100,000  mars4  nret_hoh   1,075,043   1,075,043    0   0.0%  Number of returns of heads of households
378           11       $100,000 under $200,000  mars4  nret_hoh     897,273     897,273   -0  -0.0%  Number of returns of heads of households
412           12       $200,000 under $500,000  mars4  nret_hoh     160,616     160,616    0   0.0%  Number of returns of heads of households
446           13     $500,000 under $1,000,000  mars4  nret_hoh      24,755      24,755   -0  -0.0%  Number of returns of heads of households
480           14   $1,000,000 under $1,500,000  mars4  nret_hoh       6,112       6,112    0   0.0%  Number of returns of heads of households
514           15   $1,500,000 under $2,000,000  mars4  nret_hoh       2,123       2,123    0   0.0%  Number of returns of heads of households
548           16   $2,000,000 under $5,000,000  mars4  nret_hoh       3,220       3,220   -0  -0.0%  Number of returns of heads of households
582           17  $5,000,000 under $10,000,000  mars4  nret_hoh         669         669    0   0.0%  Number of returns of heads of households
616           18           $10,000,000 or more  mars4  nret_hoh         480         480    0   0.0%  Number of returns of heads of households

     common_stub                      incrange  pufvar irsvar                 irs                 puf   diff  pdiff                  column_description
5              0                   All returns  c00100    agi  11,009,900,155,000  11,009,900,156,000  1,000   0.0%  Adjusted gross income less deficit
39             1                  Under $5,000  c00100    agi    -207,008,365,000    -207,008,365,000      0  -0.0%  Adjusted gross income less deficit
73             2          $5,000 under $10,000  c00100    agi      81,447,661,000      81,447,661,000      0   0.0%  Adjusted gross income less deficit
107            3         $10,000 under $15,000  c00100    agi     145,001,169,000     145,001,169,000     -0  -0.0%  Adjusted gross income less deficit
141            4         $15,000 under $20,000  c00100    agi     186,097,793,000     186,097,793,000     -0  -0.0%  Adjusted gross income less deficit
175            5         $20,000 under $25,000  c00100    agi     224,218,126,000     224,218,126,000     -0  -0.0%  Adjusted gross income less deficit
209            6         $25,000 under $30,000  c00100    agi     242,450,897,000     242,450,897,000     -0  -0.0%  Adjusted gross income less deficit
243            7         $30,000 under $40,000  c00100    agi     529,629,959,000     529,629,959,000      0   0.0%  Adjusted gross income less deficit
277            8         $40,000 under $50,000  c00100    agi     533,337,760,000     533,337,760,000     -0  -0.0%  Adjusted gross income less deficit
311            9         $50,000 under $75,000  c00100    agi   1,286,848,073,000   1,286,848,073,000      0   0.0%  Adjusted gross income less deficit
345           10        $75,000 under $100,000  c00100    agi   1,170,354,458,000   1,170,354,458,000     -0  -0.0%  Adjusted gross income less deficit
379           11       $100,000 under $200,000  c00100    agi   2,707,840,958,000   2,707,840,958,000     -0  -0.0%  Adjusted gross income less deficit
413           12       $200,000 under $500,000  c00100    agi   1,770,815,570,000   1,770,815,570,000     -0  -0.0%  Adjusted gross income less deficit
447           13     $500,000 under $1,000,000  c00100    agi     679,941,585,000     679,941,585,000      0   0.0%  Adjusted gross income less deficit
481           14   $1,000,000 under $1,500,000  c00100    agi     268,740,908,000     268,740,908,000     -0  -0.0%  Adjusted gross income less deficit
515           15   $1,500,000 under $2,000,000  c00100    agi     155,813,355,000     155,813,355,000     -0  -0.0%  Adjusted gross income less deficit
549           16   $2,000,000 under $5,000,000  c00100    agi     386,043,696,000     386,043,696,000     -0  -0.0%  Adjusted gross income less deficit
583           17  $5,000,000 under $10,000,000  c00100    agi     216,163,537,000     216,163,537,000     -0  -0.0%  Adjusted gross income less deficit
617           18           $10,000,000 or more  c00100    agi     632,163,016,000     632,163,016,000     -0  -0.0%  Adjusted gross income less deficit

     common_stub                      incrange  pufvar irsvar                irs                puf    diff  pdiff  column_description
6              0                   All returns  e00200  wages  7,577,563,943,000  7,577,563,942,000  -1,000  -0.0%  Salaries and wages
40             1                  Under $5,000  e00200  wages     45,624,860,000     45,624,860,000      -0  -0.0%  Salaries and wages
74             2          $5,000 under $10,000  e00200  wages     61,751,519,000     61,751,519,000       0   0.0%  Salaries and wages
108            3         $10,000 under $15,000  e00200  wages    102,641,467,000    102,641,467,000      -0  -0.0%  Salaries and wages
142            4         $15,000 under $20,000  e00200  wages    144,870,411,000    144,870,411,000      -0  -0.0%  Salaries and wages
176            5         $20,000 under $25,000  e00200  wages    182,708,792,000    182,708,792,000      -0  -0.0%  Salaries and wages
210            6         $25,000 under $30,000  e00200  wages    200,080,435,000    200,080,435,000      -0  -0.0%  Salaries and wages
244            7         $30,000 under $40,000  e00200  wages    441,282,302,000    441,282,302,000       0   0.0%  Salaries and wages
278            8         $40,000 under $50,000  e00200  wages    437,485,582,000    437,485,582,000      -0  -0.0%  Salaries and wages
312            9         $50,000 under $75,000  e00200  wages  1,000,500,360,000  1,000,500,360,000       0   0.0%  Salaries and wages
346           10        $75,000 under $100,000  e00200  wages    870,406,373,000    870,406,373,000       0   0.0%  Salaries and wages
380           11       $100,000 under $200,000  e00200  wages  2,015,029,480,000  2,015,029,480,000      -0  -0.0%  Salaries and wages
414           12       $200,000 under $500,000  e00200  wages  1,206,754,121,000  1,206,754,121,000      -0  -0.0%  Salaries and wages
448           13     $500,000 under $1,000,000  e00200  wages    379,375,686,000    379,375,686,000      -0  -0.0%  Salaries and wages
482           14   $1,000,000 under $1,500,000  e00200  wages    121,320,814,000    121,320,814,000      -0  -0.0%  Salaries and wages
516           15   $1,500,000 under $2,000,000  e00200  wages     62,643,611,000     62,643,611,000       0   0.0%  Salaries and wages
550           16   $2,000,000 under $5,000,000  e00200  wages    134,372,608,000    134,372,608,000      -0  -0.0%  Salaries and wages
584           17  $5,000,000 under $10,000,000  e00200  wages     64,755,746,000     64,755,746,000      -0  -0.0%  Salaries and wages
618           18           $10,000,000 or more  e00200  wages    105,959,775,000    105,959,775,000      -0  -0.0%  Salaries and wages

     common_stub                      incrange      pufvar      irsvar          irs          puf diff  pdiff                         column_description
7              0                   All returns  e00200_nnz  nret_wages  126,264,481  126,264,480   -1  -0.0%  Number of returns with salaries and wages
41             1                  Under $5,000  e00200_nnz  nret_wages    7,498,743    7,498,743    0   0.0%  Number of returns with salaries and wages
75             2          $5,000 under $10,000  e00200_nnz  nret_wages    8,269,276    8,269,276   -0  -0.0%  Number of returns with salaries and wages
109            3         $10,000 under $15,000  e00200_nnz  nret_wages    8,640,300    8,640,300   -0  -0.0%  Number of returns with salaries and wages
143            4         $15,000 under $20,000  e00200_nnz  nret_wages    8,574,161    8,574,161   -0  -0.0%  Number of returns with salaries and wages
177            5         $20,000 under $25,000  e00200_nnz  nret_wages    8,364,949    8,364,949    0   0.0%  Number of returns with salaries and wages
211            6         $25,000 under $30,000  e00200_nnz  nret_wages    7,546,010    7,546,010    0   0.0%  Number of returns with salaries and wages
245            7         $30,000 under $40,000  e00200_nnz  nret_wages   13,247,533   13,247,533    0   0.0%  Number of returns with salaries and wages
279            8         $40,000 under $50,000  e00200_nnz  nret_wages   10,403,747   10,403,747   -0  -0.0%  Number of returns with salaries and wages
313            9         $50,000 under $75,000  e00200_nnz  nret_wages   17,936,912   17,936,912   -0  -0.0%  Number of returns with salaries and wages
347           10        $75,000 under $100,000  e00200_nnz  nret_wages   11,528,881   11,528,881    0   0.0%  Number of returns with salaries and wages
381           11       $100,000 under $200,000  e00200_nnz  nret_wages   17,460,941   17,460,941    0   0.0%  Number of returns with salaries and wages
415           12       $200,000 under $500,000  e00200_nnz  nret_wages    5,511,434    5,511,434   -0  -0.0%  Number of returns with salaries and wages
449           13     $500,000 under $1,000,000  e00200_nnz  nret_wages      871,177      871,177    0   0.0%  Number of returns with salaries and wages
483           14   $1,000,000 under $1,500,000  e00200_nnz  nret_wages      187,004      187,004    0   0.0%  Number of returns with salaries and wages
517           15   $1,500,000 under $2,000,000  e00200_nnz  nret_wages       74,469       74,469   -0  -0.0%  Number of returns with salaries and wages
551           16   $2,000,000 under $5,000,000  e00200_nnz  nret_wages      106,641      106,641    0   0.0%  Number of returns with salaries and wages
585           17  $5,000,000 under $10,000,000  e00200_nnz  nret_wages       25,938       25,938   -0  -0.0%  Number of returns with salaries and wages
619           18           $10,000,000 or more  e00200_nnz  nret_wages       16,364       16,364    0   0.0%  Number of returns with salaries and wages

     common_stub                      incrange  pufvar  irsvar              irs              puf   diff  pdiff column_description
8              0                   All returns  e00300  taxint  106,055,367,000  106,055,368,000  1,000   0.0%   Taxable interest
42             1                  Under $5,000  e00300  taxint    6,313,334,000    6,313,334,000     -0  -0.0%   Taxable interest
76             2          $5,000 under $10,000  e00300  taxint      750,884,000      750,884,000      0   0.0%   Taxable interest
110            3         $10,000 under $15,000  e00300  taxint      910,294,000      910,294,000     -0  -0.0%   Taxable interest
144            4         $15,000 under $20,000  e00300  taxint    1,023,518,000    1,023,518,000     -0  -0.0%   Taxable interest
178            5         $20,000 under $25,000  e00300  taxint    1,022,021,000    1,022,021,000     -0  -0.0%   Taxable interest
212            6         $25,000 under $30,000  e00300  taxint      941,757,000      941,757,000     -0  -0.0%   Taxable interest
246            7         $30,000 under $40,000  e00300  taxint    1,942,630,000    1,942,630,000      0   0.0%   Taxable interest
280            8         $40,000 under $50,000  e00300  taxint    1,735,295,000    1,735,295,000     -0  -0.0%   Taxable interest
314            9         $50,000 under $75,000  e00300  taxint    5,574,683,000    5,574,683,000      0   0.0%   Taxable interest
348           10        $75,000 under $100,000  e00300  taxint    5,046,194,000    5,046,194,000     -0  -0.0%   Taxable interest
382           11       $100,000 under $200,000  e00300  taxint   14,295,833,000   14,295,833,000     -0  -0.0%   Taxable interest
416           12       $200,000 under $500,000  e00300  taxint   14,390,980,000   14,390,980,000     -0  -0.0%   Taxable interest
450           13     $500,000 under $1,000,000  e00300  taxint    8,601,677,000    8,601,677,000      0   0.0%   Taxable interest
484           14   $1,000,000 under $1,500,000  e00300  taxint    4,459,093,000    4,459,093,000     -0  -0.0%   Taxable interest
518           15   $1,500,000 under $2,000,000  e00300  taxint    2,988,390,000    2,988,390,000     -0  -0.0%   Taxable interest
552           16   $2,000,000 under $5,000,000  e00300  taxint    8,879,902,000    8,879,902,000     -0  -0.0%   Taxable interest
586           17  $5,000,000 under $10,000,000  e00300  taxint    5,684,017,000    5,684,017,000      0   0.0%   Taxable interest
620           18           $10,000,000 or more  e00300  taxint   21,494,866,000   21,494,866,000     -0  -0.0%   Taxable interest

     common_stub                      incrange      pufvar       irsvar         irs         puf diff  pdiff                       column_description
9              0                   All returns  e00300_nnz  nret_taxint  44,193,009  44,193,008   -1  -0.0%  Number of returns with taxable interest
43             1                  Under $5,000  e00300_nnz  nret_taxint   2,116,158   2,116,158    0   0.0%  Number of returns with taxable interest
77             2          $5,000 under $10,000  e00300_nnz  nret_taxint   1,334,991   1,334,991    0   0.0%  Number of returns with taxable interest
111            3         $10,000 under $15,000  e00300_nnz  nret_taxint   1,452,616   1,452,616    0   0.0%  Number of returns with taxable interest
145            4         $15,000 under $20,000  e00300_nnz  nret_taxint   1,366,790   1,366,790   -0  -0.0%  Number of returns with taxable interest
179            5         $20,000 under $25,000  e00300_nnz  nret_taxint   1,433,085   1,433,085   -0  -0.0%  Number of returns with taxable interest
213            6         $25,000 under $30,000  e00300_nnz  nret_taxint   1,326,946   1,326,946   -0  -0.0%  Number of returns with taxable interest
247            7         $30,000 under $40,000  e00300_nnz  nret_taxint   2,719,924   2,719,924   -0  -0.0%  Number of returns with taxable interest
281            8         $40,000 under $50,000  e00300_nnz  nret_taxint   2,704,026   2,704,026   -0  -0.0%  Number of returns with taxable interest
315            9         $50,000 under $75,000  e00300_nnz  nret_taxint   6,608,661   6,608,661   -0  -0.0%  Number of returns with taxable interest
349           10        $75,000 under $100,000  e00300_nnz  nret_taxint   5,854,757   5,854,757    0   0.0%  Number of returns with taxable interest
383           11       $100,000 under $200,000  e00300_nnz  nret_taxint  11,121,958  11,121,958   -0  -0.0%  Number of returns with taxable interest
417           12       $200,000 under $500,000  e00300_nnz  nret_taxint   4,755,311   4,755,311    0   0.0%  Number of returns with taxable interest
451           13     $500,000 under $1,000,000  e00300_nnz  nret_taxint     918,148     918,148    0   0.0%  Number of returns with taxable interest
485           14   $1,000,000 under $1,500,000  e00300_nnz  nret_taxint     213,278     213,278   -0  -0.0%  Number of returns with taxable interest
519           15   $1,500,000 under $2,000,000  e00300_nnz  nret_taxint      87,836      87,836    0   0.0%  Number of returns with taxable interest
553           16   $2,000,000 under $5,000,000  e00300_nnz  nret_taxint     127,158     127,158   -0  -0.0%  Number of returns with taxable interest
587           17  $5,000,000 under $10,000,000  e00300_nnz  nret_taxint      31,277      31,277   -0  -0.0%  Number of returns with taxable interest
621           18           $10,000,000 or more  e00300_nnz  nret_taxint      20,088      20,088   -0  -0.0%  Number of returns with taxable interest

     common_stub                      incrange  pufvar  irsvar              irs              puf diff  pdiff  column_description
10             0                   All returns  e00600  orddiv  282,336,042,000  282,336,042,000   -0  -0.0%  Ordinary dividends
