
REPORT: puf.csv with custom stage1 growfactors, advanced to 2017 with tax-calculator stage 2 weights, no stage3, THEN reweighted and geo reweighted

Data are for filers only, using IRS filing requirements plus estimates of likely filing.

This report is in 3 sections:
  1. Summary report for all variables, summarized over all filers
  2. Detailed report by AGI range for each variable
  3. Table that provides details on puf variables and their mappings to irs data

1. Summary report for all variables, summarized over all filers:

    common_stub     incrange         pufvar                  irsvar                 irs                 puf             diff   pdiff                                                                    column_description
306            9         $50,000 under $75,000  nret_all  nret_all   20,958,446   20,958,446        -0   -0.0%  Number of returns
340           10        $75,000 under $100,000  nret_all  nret_all   13,508,353   13,508,353        -0   -0.0%  Number of returns
374           11       $100,000 under $200,000  nret_all  nret_all   19,951,450   19,951,450         0    0.0%  Number of returns
408           12       $200,000 under $500,000  nret_all  nret_all    6,215,046    6,215,046         0    0.0%  Number of returns
442           13     $500,000 under $1,000,000  nret_all  nret_all    1,010,203    1,010,203         0    0.0%  Number of returns
476           14   $1,000,000 under $1,500,000  nret_all  nret_all      222,611      312,955    90,344   40.6%  Number of returns
510           15   $1,500,000 under $2,000,000  nret_all  nret_all       90,527       93,839     3,312    3.7%  Number of returns
544           16   $2,000,000 under $5,000,000  nret_all  nret_all      129,868       62,204   -67,664  -52.1%  Number of returns
578           17  $5,000,000 under $10,000,000  nret_all  nret_all       31,628        7,422   -24,206  -76.5%  Number of returns
612           18           $10,000,000 or more  nret_all  nret_all       20,223       18,438    -1,785   -8.8%  Number of returns

     common_stub                      incrange pufvar       irsvar         irs         puf      diff   pdiff                   column_description
1              0                   All returns  mars1  nret_single  73,021,932  73,021,932        -0   -0.0%  Number of returns of single persons
35             1                  Under $5,000  mars1  nret_single   9,624,749   9,554,076   -70,673   -0.7%  Number of returns of single persons
69             2          $5,000 under $10,000  mars1  nret_single   8,354,084   8,424,757    70,673    0.8%  Number of returns of single persons
103            3         $10,000 under $15,000  mars1  nret_single   7,508,038   7,733,859   225,821    3.0%  Number of returns of single persons
137            4         $15,000 under $20,000  mars1  nret_single   6,275,620   5,874,257  -401,363   -6.4%  Number of returns of single persons
171            5         $20,000 under $25,000  mars1  nret_single   5,619,627   5,795,170   175,543    3.1%  Number of returns of single persons
205            6         $25,000 under $30,000  mars1  nret_single   4,879,918   4,998,903   118,985    2.4%  Number of returns of single persons
239            7         $30,000 under $40,000  mars1  nret_single   8,056,894   8,083,601    26,707    0.3%  Number of returns of single persons
273            8         $40,000 under $50,000  mars1  nret_single   6,021,209   5,875,517  -145,692   -2.4%  Number of returns of single persons
307            9         $50,000 under $75,000  mars1  nret_single   8,817,515   8,817,515         0    0.0%  Number of returns of single persons
341           10        $75,000 under $100,000  mars1  nret_single   3,751,264   3,751,264         0    0.0%  Number of returns of single persons
375           11       $100,000 under $200,000  mars1  nret_single   3,243,701   3,243,701        -0   -0.0%  Number of returns of single persons
409           12       $200,000 under $500,000  mars1  nret_single     699,528     699,528         0    0.0%  Number of returns of single persons
443           13     $500,000 under $1,000,000  mars1  nret_single     110,266     110,266        -0   -0.0%  Number of returns of single persons
477           14   $1,000,000 under $1,500,000  mars1  nret_single      26,192      38,360    12,168   46.5%  Number of returns of single persons
511           15   $1,500,000 under $2,000,000  mars1  nret_single      10,635      10,924       289    2.7%  Number of returns of single persons
545           16   $2,000,000 under $5,000,000  mars1  nret_single      16,163       6,668    -9,495  -58.7%  Number of returns of single persons
579           17  $5,000,000 under $10,000,000  mars1  nret_single       3,882         771    -3,111  -80.1%  Number of returns of single persons
613           18           $10,000,000 or more  mars1  nret_single       2,646       2,795       149    5.6%  Number of returns of single persons

     common_stub                      incrange pufvar      irsvar         irs         puf      diff   pdiff                                                                    column_description
2              0                   All returns  mars2  nret_mfjss  54,774,397  54,774,397        -0   -0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
36             1                  Under $5,000  mars2  nret_mfjss   1,380,491   1,219,475  -161,016  -11.7%  Number of returns of married persons filing jointly and returns of surviving spouses
70             2          $5,000 under $10,000  mars2  nret_mfjss     964,726   1,125,742   161,016   16.7%  Number of returns of married persons filing jointly and returns of surviving spouses
104            3         $10,000 under $15,000  mars2  nret_mfjss   1,320,912   1,679,919   359,007   27.2%  Number of returns of married persons filing jointly and returns of surviving spouses
138            4         $15,000 under $20,000  mars2  nret_mfjss   1,521,743   1,302,181  -219,562  -14.4%  Number of returns of married persons filing jointly and returns of surviving spouses
172            5         $20,000 under $25,000  mars2  nret_mfjss   1,797,799   1,658,354  -139,445   -7.8%  Number of returns of married persons filing jointly and returns of surviving spouses
206            6         $25,000 under $30,000  mars2  nret_mfjss   1,657,652   1,547,090  -110,562   -6.7%  Number of returns of married persons filing jointly and returns of surviving spouses
240            7         $30,000 under $40,000  mars2  nret_mfjss   3,456,996   3,603,847   146,851    4.2%  Number of returns of married persons filing jointly and returns of surviving spouses
274            8         $40,000 under $50,000  mars2  nret_mfjss   3,372,258   3,335,969   -36,289   -1.1%  Number of returns of married persons filing jointly and returns of surviving spouses
308            9         $50,000 under $75,000  mars2  nret_mfjss   8,786,118   8,786,118         0    0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
342           10        $75,000 under $100,000  mars2  nret_mfjss   8,396,454   8,396,454         0    0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
376           11       $100,000 under $200,000  mars2  nret_mfjss  15,538,630  15,538,630        -0   -0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
410           12       $200,000 under $500,000  mars2  nret_mfjss   5,303,488   5,303,488         0    0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
444           13     $500,000 under $1,000,000  mars2  nret_mfjss     864,399     864,399        -0   -0.0%  Number of returns of married persons filing jointly and returns of surviving spouses
478           14   $1,000,000 under $1,500,000  mars2  nret_mfjss     187,207     260,361    73,154   39.1%  Number of returns of married persons filing jointly and returns of surviving spouses
512           15   $1,500,000 under $2,000,000  mars2  nret_mfjss      75,877      80,288     4,411    5.8%  Number of returns of married persons filing jointly and returns of surviving spouses
546           16   $2,000,000 under $5,000,000  mars2  nret_mfjss     107,321      51,589   -55,732  -51.9%  Number of returns of married persons filing jointly and returns of surviving spouses
580           17  $5,000,000 under $10,000,000  mars2  nret_mfjss      26,083       6,369   -19,714  -75.6%  Number of returns of married persons filing jointly and returns of surviving spouses
614           18           $10,000,000 or more  mars2  nret_mfjss      16,242      14,123    -2,119  -13.0%  Number of returns of married persons filing jointly and returns of surviving spouses

     common_stub                      incrange pufvar    irsvar        irs        puf     diff   pdiff                                      column_description
3              0                   All returns  mars3  nret_mfs  3,212,807  3,408,716  195,909    6.1%  Number of returns of married persons filing separately
37             1                  Under $5,000  mars3  nret_mfs    201,766    138,363  -63,403  -31.4%  Number of returns of married persons filing separately
71             2          $5,000 under $10,000  mars3  nret_mfs    144,723    148,069    3,346    2.3%  Number of returns of married persons filing separately
105            3         $10,000 under $15,000  mars3  nret_mfs    151,753    152,657      904    0.6%  Number of returns of married persons filing separately
139            4         $15,000 under $20,000  mars3  nret_mfs    165,662    164,445   -1,217   -0.7%  Number of returns of married persons filing separately
173            5         $20,000 under $25,000  mars3  nret_mfs    208,854    305,698   96,844   46.4%  Number of returns of married persons filing separately
207            6         $25,000 under $30,000  mars3  nret_mfs    237,759    243,825    6,066    2.6%  Number of returns of married persons filing separately
241            7         $30,000 under $40,000  mars3  nret_mfs    441,031    494,814   53,783   12.2%  Number of returns of married persons filing separately
275            8         $40,000 under $50,000  mars3  nret_mfs    396,157    419,648   23,491    5.9%  Number of returns of married persons filing separately
309            9         $50,000 under $75,000  mars3  nret_mfs    635,460    718,659   83,199   13.1%  Number of returns of married persons filing separately
343           10        $75,000 under $100,000  mars3  nret_mfs    285,591    259,722  -25,869   -9.1%  Number of returns of married persons filing separately
377           11       $100,000 under $200,000  mars3  nret_mfs    271,847    320,208   48,361   17.8%  Number of returns of married persons filing separately
411           12       $200,000 under $500,000  mars3  nret_mfs     51,414     35,165  -16,249  -31.6%  Number of returns of married persons filing separately
445           13     $500,000 under $1,000,000  mars3  nret_mfs     10,784      2,506   -8,278  -76.8%  Number of returns of married persons filing separately
479           14   $1,000,000 under $1,500,000  mars3  nret_mfs      3,100      1,510   -1,590  -51.3%  Number of returns of married persons filing separately
513           15   $1,500,000 under $2,000,000  mars3  nret_mfs      1,891      1,099     -792  -41.9%  Number of returns of married persons filing separately
547           16   $2,000,000 under $5,000,000  mars3  nret_mfs      3,165        959   -2,206  -69.7%  Number of returns of married persons filing separately
581           17  $5,000,000 under $10,000,000  mars3  nret_mfs        994        155     -839  -84.4%  Number of returns of married persons filing separately
615           18           $10,000,000 or more  mars3  nret_mfs        855      1,213      358   41.8%  Number of returns of married persons filing separately

     common_stub                      incrange pufvar    irsvar         irs         puf      diff   pdiff                        column_description
4              0                   All returns  mars4  nret_hoh  21,894,095  21,698,186  -195,909   -0.9%  Number of returns of heads of households
38             1                  Under $5,000  mars4  nret_hoh     575,416     486,136   -89,280  -15.5%  Number of returns of heads of households
72             2          $5,000 under $10,000  mars4  nret_hoh   1,326,029   1,475,365   149,336   11.3%  Number of returns of heads of households
106            3         $10,000 under $15,000  mars4  nret_hoh   2,613,933   2,485,536  -128,397   -4.9%  Number of returns of heads of households
140            4         $15,000 under $20,000  mars4  nret_hoh   2,702,244   2,637,656   -64,588   -2.4%  Number of returns of heads of households
174            5         $20,000 under $25,000  mars4  nret_hoh   2,357,549   2,454,003    96,454    4.1%  Number of returns of heads of households
208            6         $25,000 under $30,000  mars4  nret_hoh   2,049,219   1,970,362   -78,857   -3.8%  Number of returns of heads of households
242            7         $30,000 under $40,000  mars4  nret_hoh   3,254,088   3,329,880    75,792    2.3%  Number of returns of heads of households
276            8         $40,000 under $50,000  mars4  nret_hoh   2,125,974   2,045,699   -80,275   -3.8%  Number of returns of heads of households
310            9         $50,000 under $75,000  mars4  nret_hoh   2,719,352   2,636,154   -83,198   -3.1%  Number of returns of heads of households
344           10        $75,000 under $100,000  mars4  nret_hoh   1,075,043   1,100,913    25,870    2.4%  Number of returns of heads of households
378           11       $100,000 under $200,000  mars4  nret_hoh     897,273     848,912   -48,361   -5.4%  Number of returns of heads of households
412           12       $200,000 under $500,000  mars4  nret_hoh     160,616     176,865    16,249   10.1%  Number of returns of heads of households
446           13     $500,000 under $1,000,000  mars4  nret_hoh      24,755      33,033     8,278   33.4%  Number of returns of heads of households
480           14   $1,000,000 under $1,500,000  mars4  nret_hoh       6,112      12,723     6,611  108.2%  Number of returns of heads of households
514           15   $1,500,000 under $2,000,000  mars4  nret_hoh       2,123       1,527      -596  -28.1%  Number of returns of heads of households
548           16   $2,000,000 under $5,000,000  mars4  nret_hoh       3,220       2,987      -233   -7.2%  Number of returns of heads of households
582           17  $5,000,000 under $10,000,000  mars4  nret_hoh         669         127      -542  -81.0%  Number of returns of heads of households
616           18           $10,000,000 or more  mars4  nret_hoh         480         308      -172  -35.9%  Number of returns of heads of households

     common_stub                      incrange  pufvar irsvar                 irs                 puf              diff   pdiff                  column_description
5              0                   All returns  c00100    agi  11,009,900,155,000  11,009,900,156,000             1,000    0.0%  Adjusted gross income less deficit
39             1                  Under $5,000  c00100    agi    -207,008,365,000    -209,461,971,582    -2,453,606,582    1.2%  Adjusted gross income less deficit
73             2          $5,000 under $10,000  c00100    agi      81,447,661,000      83,901,267,582     2,453,606,582    3.0%  Adjusted gross income less deficit
107            3         $10,000 under $15,000  c00100    agi     145,001,169,000     149,986,489,252     4,985,320,252    3.4%  Adjusted gross income less deficit
141            4         $15,000 under $20,000  c00100    agi     186,097,793,000     174,371,400,422   -11,726,392,578   -6.3%  Adjusted gross income less deficit
175            5         $20,000 under $25,000  c00100    agi     224,218,126,000     230,959,198,327     6,741,072,327    3.0%  Adjusted gross income less deficit
209            6         $25,000 under $30,000  c00100    agi     242,450,897,000     240,993,868,802    -1,457,028,198   -0.6%  Adjusted gross income less deficit
243            7         $30,000 under $40,000  c00100    agi     529,629,959,000     542,291,332,914    12,661,373,914    2.4%  Adjusted gross income less deficit
277            8         $40,000 under $50,000  c00100    agi     533,337,760,000     522,133,414,285   -11,204,345,715   -2.1%  Adjusted gross income less deficit
311            9         $50,000 under $75,000  c00100    agi   1,286,848,073,000   1,286,848,073,000                -0   -0.0%  Adjusted gross income less deficit
345           10        $75,000 under $100,000  c00100    agi   1,170,354,458,000   1,170,354,458,000                -0   -0.0%  Adjusted gross income less deficit
379           11       $100,000 under $200,000  c00100    agi   2,707,840,958,000   2,707,840,958,000                -0   -0.0%  Adjusted gross income less deficit
413           12       $200,000 under $500,000  c00100    agi   1,770,815,570,000   1,770,815,570,000                -0   -0.0%  Adjusted gross income less deficit
447           13     $500,000 under $1,000,000  c00100    agi     679,941,585,000     679,941,585,000                 0    0.0%  Adjusted gross income less deficit
481           14   $1,000,000 under $1,500,000  c00100    agi     268,740,908,000     366,982,265,797    98,241,357,797   36.6%  Adjusted gross income less deficit
515           15   $1,500,000 under $2,000,000  c00100    agi     155,813,355,000     159,957,842,503     4,144,487,503    2.7%  Adjusted gross income less deficit
549           16   $2,000,000 under $5,000,000  c00100    agi     386,043,696,000     164,568,671,772  -221,475,024,228  -57.4%  Adjusted gross income less deficit
583           17  $5,000,000 under $10,000,000  c00100    agi     216,163,537,000      51,403,976,604  -164,759,560,396  -76.2%  Adjusted gross income less deficit
617           18           $10,000,000 or more  c00100    agi     632,163,016,000     916,011,755,324   283,848,739,324   44.9%  Adjusted gross income less deficit

     common_stub                      incrange  pufvar irsvar                irs                puf             diff   pdiff  column_description
6              0                   All returns  e00200  wages  7,577,563,943,000  7,577,563,942,000           -1,000   -0.0%  Salaries and wages
40             1                  Under $5,000  e00200  wages     45,624,860,000     43,520,924,863   -2,103,935,137   -4.6%  Salaries and wages
74             2          $5,000 under $10,000  e00200  wages     61,751,519,000     63,855,454,137    2,103,935,137    3.4%  Salaries and wages
108            3         $10,000 under $15,000  e00200  wages    102,641,467,000     96,825,073,968   -5,816,393,032   -5.7%  Salaries and wages
142            4         $15,000 under $20,000  e00200  wages    144,870,411,000    138,265,827,006   -6,604,583,994   -4.6%  Salaries and wages
176            5         $20,000 under $25,000  e00200  wages    182,708,792,000    195,129,769,027   12,420,977,027    6.8%  Salaries and wages
210            6         $25,000 under $30,000  e00200  wages    200,080,435,000    199,141,864,138     -938,570,862   -0.5%  Salaries and wages
244            7         $30,000 under $40,000  e00200  wages    441,282,302,000    444,991,092,716    3,708,790,716    0.8%  Salaries and wages
278            8         $40,000 under $50,000  e00200  wages    437,485,582,000    434,715,362,145   -2,770,219,855   -0.6%  Salaries and wages
312            9         $50,000 under $75,000  e00200  wages  1,000,500,360,000  1,000,500,360,000               -0   -0.0%  Salaries and wages
346           10        $75,000 under $100,000  e00200  wages    870,406,373,000    870,406,373,000               -0   -0.0%  Salaries and wages
380           11       $100,000 under $200,000  e00200  wages  2,015,029,480,000  2,015,029,480,000               -0   -0.0%  Salaries and wages
414           12       $200,000 under $500,000  e00200  wages  1,206,754,121,000  1,206,754,121,000               -0   -0.0%  Salaries and wages
448           13     $500,000 under $1,000,000  e00200  wages    379,375,686,000    379,375,686,000                0    0.0%  Salaries and wages
482           14   $1,000,000 under $1,500,000  e00200  wages    121,320,814,000    147,709,465,164   26,388,651,164   21.8%  Salaries and wages
516           15   $1,500,000 under $2,000,000  e00200  wages     62,643,611,000     72,288,740,626    9,645,129,626   15.4%  Salaries and wages
550           16   $2,000,000 under $5,000,000  e00200  wages    134,372,608,000     47,755,186,286  -86,617,421,714  -64.5%  Salaries and wages
584           17  $5,000,000 under $10,000,000  e00200  wages     64,755,746,000     18,661,128,401  -46,094,617,599  -71.2%  Salaries and wages
618           18           $10,000,000 or more  e00200  wages    105,959,775,000    202,638,033,523   96,678,258,523   91.2%  Salaries and wages

     common_stub                      incrange      pufvar      irsvar          irs          puf      diff   pdiff                         column_description
7              0                   All returns  e00200_nnz  nret_wages  126,264,481  126,264,480        -1   -0.0%  Number of returns with salaries and wages
41             1                  Under $5,000  e00200_nnz  nret_wages    7,498,743    7,605,565   106,822    1.4%  Number of returns with salaries and wages
75             2          $5,000 under $10,000  e00200_nnz  nret_wages    8,269,276    8,162,454  -106,822   -1.3%  Number of returns with salaries and wages
109            3         $10,000 under $15,000  e00200_nnz  nret_wages    8,640,300    8,579,043   -61,257   -0.7%  Number of returns with salaries and wages
143            4         $15,000 under $20,000  e00200_nnz  nret_wages    8,574,161    8,303,231  -270,930   -3.2%  Number of returns with salaries and wages
177            5         $20,000 under $25,000  e00200_nnz  nret_wages    8,364,949    8,697,136   332,187    4.0%  Number of returns with salaries and wages
211            6         $25,000 under $30,000  e00200_nnz  nret_wages    7,546,010    7,475,881   -70,129   -0.9%  Number of returns with salaries and wages
245            7         $30,000 under $40,000  e00200_nnz  nret_wages   13,247,533   13,433,583   186,050    1.4%  Number of returns with salaries and wages
279            8         $40,000 under $50,000  e00200_nnz  nret_wages   10,403,747   10,287,826  -115,921   -1.1%  Number of returns with salaries and wages
313            9         $50,000 under $75,000  e00200_nnz  nret_wages   17,936,912   17,936,912        -0   -0.0%  Number of returns with salaries and wages
347           10        $75,000 under $100,000  e00200_nnz  nret_wages   11,528,881   11,528,881         0    0.0%  Number of returns with salaries and wages
381           11       $100,000 under $200,000  e00200_nnz  nret_wages   17,460,941   17,460,941         0    0.0%  Number of returns with salaries and wages
415           12       $200,000 under $500,000  e00200_nnz  nret_wages    5,511,434    5,511,434         0    0.0%  Number of returns with salaries and wages
449           13     $500,000 under $1,000,000  e00200_nnz  nret_wages      871,177      871,177         0    0.0%  Number of returns with salaries and wages
483           14   $1,000,000 under $1,500,000  e00200_nnz  nret_wages      187,004      258,062    71,058   38.0%  Number of returns with salaries and wages
517           15   $1,500,000 under $2,000,000  e00200_nnz  nret_wages       74,469       78,908     4,439    6.0%  Number of returns with salaries and wages
551           16   $2,000,000 under $5,000,000  e00200_nnz  nret_wages      106,641       51,997   -54,644  -51.2%  Number of returns with salaries and wages
585           17  $5,000,000 under $10,000,000  e00200_nnz  nret_wages       25,938        6,224   -19,714  -76.0%  Number of returns with salaries and wages
619           18           $10,000,000 or more  e00200_nnz  nret_wages       16,364       15,225    -1,139   -7.0%  Number of returns with salaries and wages

     common_stub                      incrange  pufvar  irsvar              irs              puf            diff   pdiff column_description
8              0                   All returns  e00300  taxint  106,055,367,000  106,055,368,000           1,000    0.0%   Taxable interest
42             1                  Under $5,000  e00300  taxint    6,313,334,000    6,317,294,783       3,960,783    0.1%   Taxable interest
76             2          $5,000 under $10,000  e00300  taxint      750,884,000      746,923,217      -3,960,783   -0.5%   Taxable interest
110            3         $10,000 under $15,000  e00300  taxint      910,294,000      978,649,940      68,355,940    7.5%   Taxable interest
144            4         $15,000 under $20,000  e00300  taxint    1,023,518,000    1,069,674,707      46,156,707    4.5%   Taxable interest
178            5         $20,000 under $25,000  e00300  taxint    1,022,021,000      907,508,352    -114,512,648  -11.2%   Taxable interest
212            6         $25,000 under $30,000  e00300  taxint      941,757,000      996,770,872      55,013,872    5.8%   Taxable interest
246            7         $30,000 under $40,000  e00300  taxint    1,942,630,000    2,194,513,547     251,883,547   13.0%   Taxable interest
280            8         $40,000 under $50,000  e00300  taxint    1,735,295,000    1,428,397,581    -306,897,419  -17.7%   Taxable interest
314            9         $50,000 under $75,000  e00300  taxint    5,574,683,000    5,574,683,000              -0   -0.0%   Taxable interest
348           10        $75,000 under $100,000  e00300  taxint    5,046,194,000    5,046,194,000              -0   -0.0%   Taxable interest
382           11       $100,000 under $200,000  e00300  taxint   14,295,833,000   14,295,833,000              -0   -0.0%   Taxable interest
416           12       $200,000 under $500,000  e00300  taxint   14,390,980,000   14,390,980,000              -0   -0.0%   Taxable interest
450           13     $500,000 under $1,000,000  e00300  taxint    8,601,677,000    8,601,677,000               0    0.0%   Taxable interest
484           14   $1,000,000 under $1,500,000  e00300  taxint    4,459,093,000    5,679,342,193   1,220,249,193   27.4%   Taxable interest
518           15   $1,500,000 under $2,000,000  e00300  taxint    2,988,390,000    2,152,007,352    -836,382,648  -28.0%   Taxable interest
552           16   $2,000,000 under $5,000,000  e00300  taxint    8,879,902,000    3,475,151,761  -5,404,750,239  -60.9%   Taxable interest
586           17  $5,000,000 under $10,000,000  e00300  taxint    5,684,017,000    1,713,486,366  -3,970,530,634  -69.9%   Taxable interest
620           18           $10,000,000 or more  e00300  taxint   21,494,866,000   30,486,280,329   8,991,414,329   41.8%   Taxable interest

     common_stub                      incrange      pufvar       irsvar         irs         puf      diff   pdiff                       column_description
9              0                   All returns  e00300_nnz  nret_taxint  44,193,009  44,193,008        -1   -0.0%  Number of returns with taxable interest
43             1                  Under $5,000  e00300_nnz  nret_taxint   2,116,158   1,898,956  -217,202  -10.3%  Number of returns with taxable interest
77             2          $5,000 under $10,000  e00300_nnz  nret_taxint   1,334,991   1,552,193   217,202   16.3%  Number of returns with taxable interest
111            3         $10,000 under $15,000  e00300_nnz  nret_taxint   1,452,616   1,810,026   357,410   24.6%  Number of returns with taxable interest
145            4         $15,000 under $20,000  e00300_nnz  nret_taxint   1,366,790   1,241,102  -125,688   -9.2%  Number of returns with taxable interest
179            5         $20,000 under $25,000  e00300_nnz  nret_taxint   1,433,085   1,201,362  -231,723  -16.2%  Number of returns with taxable interest
213            6         $25,000 under $30,000  e00300_nnz  nret_taxint   1,326,946   1,332,728     5,782    0.4%  Number of returns with taxable interest
247            7         $30,000 under $40,000  e00300_nnz  nret_taxint   2,719,924   2,838,637   118,713    4.4%  Number of returns with taxable interest
281            8         $40,000 under $50,000  e00300_nnz  nret_taxint   2,704,026   2,579,531  -124,495   -4.6%  Number of returns with taxable interest
315            9         $50,000 under $75,000  e00300_nnz  nret_taxint   6,608,661   6,608,661         0    0.0%  Number of returns with taxable interest
349           10        $75,000 under $100,000  e00300_nnz  nret_taxint   5,854,757   5,854,757        -0   -0.0%  Number of returns with taxable interest
383           11       $100,000 under $200,000  e00300_nnz  nret_taxint  11,121,958  11,121,958        -0   -0.0%  Number of returns with taxable interest
