
Regrown reweighted puf ipopt method, georeweighted lsq, reweighted ipopt, compared to IRS values, run on 2020-11-17

Data are for filers only, using IRS filing requirements plus estimates of likely filing.

This report is in 3 sections:
  1. Summary report for all variables, summarized over all filers
  2. Detailed report by AGI range for each variable
  3. Table that provides details on puf variables and their mappings to irs data

1. Summary report for all variables, summarized over all filers:

     common_stub     incrange         pufvar              target                 puf            diff  pdiff  ipdiff                                                                    column_description
180            0  All returns         c19200     313,944,112,000     313,669,121,796    -274,990,204  -0.1%  -13.7%                                                               Interest paid deduction
187            0  All returns     c19200_nnz          34,327,403          34,329,907           2,504   0.0%   -7.7%                                        Number of returns with interest paid deduction
172            0  All returns         c19700     256,064,685,000     255,279,050,675    -785,634,325  -0.3%   14.8%                                                               Contributions deduction
174            0  All returns     c19700_nnz          37,979,015          37,912,269         -66,746  -0.2%   -1.7%                                        Number of returns with contributions deduction

2. Detailed report by AGI range for each variable:

     common_stub                      incrange    pufvar       target          puf      diff  pdiff  ipdiff column_description
203            0                   All returns  nret_all  152,903,231  152,768,127  -135,104  -0.1%   -0.1%  Number of returns
67             1                  Under $5,000  nret_all   11,782,422   11,772,039   -10,383  -0.1%   -3.7%  Number of returns
33             2          $5,000 under $10,000  nret_all   10,789,563   10,786,452    -3,111  -0.0%    4.1%  Number of returns
101            3         $10,000 under $15,000  nret_all   11,594,637   11,583,042   -11,595  -0.1%    3.0%  Number of returns
135            4         $15,000 under $20,000  nret_all   10,665,270   10,654,605   -10,665  -0.1%   -4.5%  Number of returns
543            5         $20,000 under $25,000  nret_all    9,983,829    9,973,845    -9,984  -0.1%    1.2%  Number of returns
373            6         $25,000 under $30,000  nret_all    8,824,548    8,819,959    -4,589  -0.1%   -0.2%  Number of returns
475            7         $30,000 under $40,000  nret_all   15,209,009   15,193,800   -15,209  -0.1%    2.2%  Number of returns
339            8         $40,000 under $50,000  nret_all   11,915,599   11,907,985    -7,614  -0.1%   -2.8%  Number of returns
577            9         $50,000 under $75,000  nret_all   20,958,446   20,937,487   -20,959  -0.1%   -0.1%  Number of returns
509           10        $75,000 under $100,000  nret_all   13,508,353   13,494,845   -13,508  -0.1%   -0.1%  Number of returns
441           11       $100,000 under $200,000  nret_all   19,951,450   19,931,499   -19,951  -0.1%   -0.1%  Number of returns
237           12       $200,000 under $500,000  nret_all    6,215,046    6,208,831    -6,215  -0.1%   -0.1%  Number of returns
611           13     $500,000 under $1,000,000  nret_all    1,010,203    1,009,194    -1,009  -0.1%   -0.1%  Number of returns
407           14   $1,000,000 under $1,500,000  nret_all      222,611      222,388      -223  -0.1%   48.6%  Number of returns
271           15   $1,500,000 under $2,000,000  nret_all       90,527       90,617        90   0.1%   -9.7%  Number of returns
305           16   $2,000,000 under $5,000,000  nret_all      129,868      129,739      -129  -0.1%  -60.8%  Number of returns
169           17  $5,000,000 under $10,000,000  nret_all       31,628       31,597       -31  -0.1%  -63.5%  Number of returns
645           18           $10,000,000 or more  nret_all       20,223       20,203       -20  -0.1%   -3.5%  Number of returns

     common_stub                      incrange pufvar      target         puf     diff  pdiff  ipdiff                   column_description
194            0                   All returns  mars1  73,021,932  72,962,758  -59,174  -0.1%   -0.1%  Number of returns of single persons
58             1                  Under $5,000  mars1   9,624,749   9,615,338   -9,411  -0.1%   -0.8%  Number of returns of single persons
24             2          $5,000 under $10,000  mars1   8,354,084   8,351,598   -2,486  -0.0%    0.9%  Number of returns of single persons
92             3         $10,000 under $15,000  mars1   7,508,038   7,500,530   -7,508  -0.1%    0.6%  Number of returns of single persons
126            4         $15,000 under $20,000  mars1   6,275,620   6,269,344   -6,276  -0.1%   -3.4%  Number of returns of single persons
534            5         $20,000 under $25,000  mars1   5,619,627   5,614,007   -5,620  -0.1%    2.9%  Number of returns of single persons
364            6         $25,000 under $30,000  mars1   4,879,918   4,879,274     -644  -0.0%    1.9%  Number of returns of single persons
466            7         $30,000 under $40,000  mars1   8,056,894   8,048,837   -8,057  -0.1%    0.7%  Number of returns of single persons
330            8         $40,000 under $50,000  mars1   6,021,209   6,018,698   -2,511  -0.0%   -2.8%  Number of returns of single persons
568            9         $50,000 under $75,000  mars1   8,817,515   8,808,697   -8,818  -0.1%   -0.1%  Number of returns of single persons
500           10        $75,000 under $100,000  mars1   3,751,264   3,747,513   -3,751  -0.1%   -0.1%  Number of returns of single persons
432           11       $100,000 under $200,000  mars1   3,243,701   3,240,457   -3,244  -0.1%    0.1%  Number of returns of single persons
228           12       $200,000 under $500,000  mars1     699,528     698,828     -700  -0.1%   -0.1%  Number of returns of single persons
602           13     $500,000 under $1,000,000  mars1     110,266     110,156     -110  -0.1%   -0.1%  Number of returns of single persons
398           14   $1,000,000 under $1,500,000  mars1      26,192      26,166      -26  -0.1%   48.3%  Number of returns of single persons
262           15   $1,500,000 under $2,000,000  mars1      10,635      10,646       11   0.1%   -6.6%  Number of returns of single persons
296           16   $2,000,000 under $5,000,000  mars1      16,163      16,147      -16  -0.1%  -61.8%  Number of returns of single persons
160           17  $5,000,000 under $10,000,000  mars1       3,882       3,878       -4  -0.1%  -67.0%  Number of returns of single persons
636           18           $10,000,000 or more  mars1       2,646       2,643       -3  -0.1%   23.3%  Number of returns of single persons

     common_stub                      incrange pufvar      target         puf     diff  pdiff  ipdiff                                                                    column_description
198            0                   All returns  mars2  54,774,397  54,720,546  -53,851  -0.1%   -0.1%  Number of returns of married persons filing jointly and returns of surviving spouses
62             1                  Under $5,000  mars2   1,380,491   1,379,644     -847  -0.1%  -17.0%  Number of returns of married persons filing jointly and returns of surviving spouses
28             2          $5,000 under $10,000  mars2     964,726     964,000     -726  -0.1%   24.5%  Number of returns of married persons filing jointly and returns of surviving spouses
96             3         $10,000 under $15,000  mars2   1,320,912   1,319,591   -1,321  -0.1%   29.8%  Number of returns of married persons filing jointly and returns of surviving spouses
130            4         $15,000 under $20,000  mars2   1,521,743   1,520,221   -1,522  -0.1%  -12.0%  Number of returns of married persons filing jointly and returns of surviving spouses
538            5         $20,000 under $25,000  mars2   1,797,799   1,796,001   -1,798  -0.1%  -11.8%  Number of returns of married persons filing jointly and returns of surviving spouses
368            6         $25,000 under $30,000  mars2   1,657,652   1,655,994   -1,658  -0.1%   -6.5%  Number of returns of married persons filing jointly and returns of surviving spouses
470            7         $30,000 under $40,000  mars2   3,456,996   3,453,539   -3,457  -0.1%    5.9%  Number of returns of married persons filing jointly and returns of surviving spouses
334            8         $40,000 under $50,000  mars2   3,372,258   3,368,886   -3,372  -0.1%   -3.0%  Number of returns of married persons filing jointly and returns of surviving spouses
572            9         $50,000 under $75,000  mars2   8,786,118   8,777,332   -8,786  -0.1%   -0.1%  Number of returns of married persons filing jointly and returns of surviving spouses
504           10        $75,000 under $100,000  mars2   8,396,454   8,388,057   -8,397  -0.1%   -0.1%  Number of returns of married persons filing jointly and returns of surviving spouses
436           11       $100,000 under $200,000  mars2  15,538,630  15,523,091  -15,539  -0.1%   -0.1%  Number of returns of married persons filing jointly and returns of surviving spouses
232           12       $200,000 under $500,000  mars2   5,303,488   5,298,184   -5,304  -0.1%   -0.1%  Number of returns of married persons filing jointly and returns of surviving spouses
606           13     $500,000 under $1,000,000  mars2     864,399     863,535     -864  -0.1%   -0.1%  Number of returns of married persons filing jointly and returns of surviving spouses
402           14   $1,000,000 under $1,500,000  mars2     187,207     187,020     -187  -0.1%   48.1%  Number of returns of married persons filing jointly and returns of surviving spouses
266           15   $1,500,000 under $2,000,000  mars2      75,877      75,953       76   0.1%   -9.7%  Number of returns of married persons filing jointly and returns of surviving spouses
300           16   $2,000,000 under $5,000,000  mars2     107,321     107,214     -107  -0.1%  -60.6%  Number of returns of married persons filing jointly and returns of surviving spouses
164           17  $5,000,000 under $10,000,000  mars2      26,083      26,057      -26  -0.1%  -62.6%  Number of returns of married persons filing jointly and returns of surviving spouses
640           18           $10,000,000 or more  mars2      16,242      16,226      -16  -0.1%   -8.9%  Number of returns of married persons filing jointly and returns of surviving spouses

     common_stub                      incrange pufvar     target        puf    diff  pdiff  ipdiff                                      column_description
202            0                   All returns  mars3  3,212,807  3,210,556  -2,251  -0.1%   -0.8%  Number of returns of married persons filing separately
66             1                  Under $5,000  mars3    201,766    201,704     -62  -0.0%  -32.8%  Number of returns of married persons filing separately
32             2          $5,000 under $10,000  mars3    144,723    144,603    -120  -0.1%  -57.7%  Number of returns of married persons filing separately
100            3         $10,000 under $15,000  mars3    151,753    151,601    -152  -0.1%  -25.2%  Number of returns of married persons filing separately
134            4         $15,000 under $20,000  mars3    165,662    165,497    -165  -0.1%   -7.4%  Number of returns of married persons filing separately
542            5         $20,000 under $25,000  mars3    208,854    208,645    -209  -0.1%   37.4%  Number of returns of married persons filing separately
372            6         $25,000 under $30,000  mars3    237,759    237,521    -238  -0.1%   -0.3%  Number of returns of married persons filing separately
474            7         $30,000 under $40,000  mars3    441,031    440,590    -441  -0.1%   11.7%  Number of returns of married persons filing separately
338            8         $40,000 under $50,000  mars3    396,157    396,553     396   0.1%    1.6%  Number of returns of married persons filing separately
576            9         $50,000 under $75,000  mars3    635,460    634,826    -634  -0.1%    5.7%  Number of returns of married persons filing separately
508           10        $75,000 under $100,000  mars3    285,591    285,305    -286  -0.1%  -11.6%  Number of returns of married persons filing separately
440           11       $100,000 under $200,000  mars3    271,847    271,575    -272  -0.1%   21.9%  Number of returns of married persons filing separately
236           12       $200,000 under $500,000  mars3     51,414     51,363     -51  -0.1%  -28.4%  Number of returns of married persons filing separately
610           13     $500,000 under $1,000,000  mars3     10,784     10,773     -11  -0.1%  -62.2%  Number of returns of married persons filing separately
406           14   $1,000,000 under $1,500,000  mars3      3,100      3,097      -3  -0.1%  -20.1%  Number of returns of married persons filing separately
270           15   $1,500,000 under $2,000,000  mars3      1,891      1,893       2   0.1%  -30.0%  Number of returns of married persons filing separately
304           16   $2,000,000 under $5,000,000  mars3      3,165      3,162      -3  -0.1%  -67.2%  Number of returns of married persons filing separately
168           17  $5,000,000 under $10,000,000  mars3        994        993      -1  -0.1%  -73.0%  Number of returns of married persons filing separately
644           18           $10,000,000 or more  mars3        855        854      -1  -0.1%   36.8%  Number of returns of married persons filing separately

     common_stub                      incrange pufvar      target         puf     diff  pdiff  ipdiff                        column_description
200            0                   All returns  mars4  21,894,095  21,874,268  -19,827  -0.1%    0.1%  Number of returns of heads of households
64             1                  Under $5,000  mars4     575,416     575,353      -63  -0.0%  -10.6%  Number of returns of heads of households
30             2          $5,000 under $10,000  mars4   1,326,029   1,326,251      222   0.0%   16.0%  Number of returns of heads of households
98             3         $10,000 under $15,000  mars4   2,613,933   2,611,320   -2,613  -0.1%   -1.9%  Number of returns of heads of households
132            4         $15,000 under $20,000  mars4   2,702,244   2,699,542   -2,702  -0.1%   -2.8%  Number of returns of heads of households
540            5         $20,000 under $25,000  mars4   2,357,549   2,355,191   -2,358  -0.1%    4.0%  Number of returns of heads of households
370            6         $25,000 under $30,000  mars4   2,049,219   2,047,170   -2,049  -0.1%   -0.2%  Number of returns of heads of households
472            7         $30,000 under $40,000  mars4   3,254,088   3,250,834   -3,254  -0.1%    0.7%  Number of returns of heads of households
336            8         $40,000 under $50,000  mars4   2,125,974   2,123,848   -2,126  -0.1%   -3.6%  Number of returns of heads of households
574            9         $50,000 under $75,000  mars4   2,719,352   2,716,633   -2,719  -0.1%   -1.3%  Number of returns of heads of households
506           10        $75,000 under $100,000  mars4   1,075,043   1,073,969   -1,074  -0.1%    3.0%  Number of returns of heads of households
438           11       $100,000 under $200,000  mars4     897,273     896,376     -897  -0.1%   -6.6%  Number of returns of heads of households
234           12       $200,000 under $500,000  mars4     160,616     160,455     -161  -0.1%    8.9%  Number of returns of heads of households
608           13     $500,000 under $1,000,000  mars4      24,755      24,730      -25  -0.1%   26.9%  Number of returns of heads of households
404           14   $1,000,000 under $1,500,000  mars4       6,112       6,106       -6  -0.1%  102.5%  Number of returns of heads of households
268           15   $1,500,000 under $2,000,000  mars4       2,123       2,125        2   0.1%   -8.8%  Number of returns of heads of households
302           16   $2,000,000 under $5,000,000  mars4       3,220       3,217       -3  -0.1%  -54.2%  Number of returns of heads of households
166           17  $5,000,000 under $10,000,000  mars4         669         668       -1  -0.1%  -65.6%  Number of returns of heads of households
642           18           $10,000,000 or more  mars4         480         480       -0  -0.1%  -38.8%  Number of returns of heads of households

     common_stub                      incrange  pufvar              target                 puf            diff  pdiff  ipdiff                  column_description
183            0                   All returns  c00100  11,009,900,155,000  11,002,069,466,689  -7,830,688,311  -0.1%   -0.0%  Adjusted gross income less deficit
47             1                  Under $5,000  c00100    -207,008,365,000    -207,094,914,119     -86,549,119   0.0%    1.0%  Adjusted gross income less deficit
13             2          $5,000 under $10,000  c00100      81,447,661,000      81,521,293,002      73,632,002   0.1%    2.7%  Adjusted gross income less deficit
81             3         $10,000 under $15,000  c00100     145,001,169,000     145,146,171,771     145,002,771   0.1%    2.9%  Adjusted gross income less deficit
115            4         $15,000 under $20,000  c00100     186,097,793,000     185,911,693,464    -186,099,536  -0.1%   -4.4%  Adjusted gross income less deficit
523            5         $20,000 under $25,000  c00100     224,218,126,000     224,442,346,422     224,220,422   0.1%    2.0%  Adjusted gross income less deficit
353            6         $25,000 under $30,000  c00100     242,450,897,000     242,208,443,744    -242,453,256  -0.1%   -0.3%  Adjusted gross income less deficit
455            7         $30,000 under $40,000  c00100     529,629,959,000     530,159,594,329     529,635,329   0.1%    3.0%  Adjusted gross income less deficit
319            8         $40,000 under $50,000  c00100     533,337,760,000     532,804,416,944    -533,343,056  -0.1%   -2.8%  Adjusted gross income less deficit
557            9         $50,000 under $75,000  c00100   1,286,848,073,000   1,285,561,212,448  -1,286,860,552  -0.1%    0.1%  Adjusted gross income less deficit
489           10        $75,000 under $100,000  c00100   1,170,354,458,000   1,169,433,404,972    -921,053,028  -0.1%    0.1%  Adjusted gross income less deficit
421           11       $100,000 under $200,000  c00100   2,707,840,958,000   2,705,133,090,727  -2,707,867,273  -0.1%   -0.1%  Adjusted gross income less deficit
217           12       $200,000 under $500,000  c00100   1,770,815,570,000   1,769,044,739,219  -1,770,830,781  -0.1%   -0.1%  Adjusted gross income less deficit
591           13     $500,000 under $1,000,000  c00100     679,941,585,000     679,261,637,393    -679,947,607  -0.1%    0.1%  Adjusted gross income less deficit
387           14   $1,000,000 under $1,500,000  c00100     268,740,908,000     268,472,164,818    -268,743,182  -0.1%   47.3%  Adjusted gross income less deficit
251           15   $1,500,000 under $2,000,000  c00100     155,813,355,000     155,657,540,314    -155,814,686  -0.1%  -11.7%  Adjusted gross income less deficit
285           16   $2,000,000 under $5,000,000  c00100     386,043,696,000     385,657,648,519    -386,047,481  -0.1%  -61.6%  Adjusted gross income less deficit
149           17  $5,000,000 under $10,000,000  c00100     216,163,537,000     215,953,791,774    -209,745,226  -0.1%  -63.3%  Adjusted gross income less deficit
625           18           $10,000,000 or more  c00100     632,163,016,000     632,795,190,949     632,174,949   0.1%   42.1%  Adjusted gross income less deficit

     common_stub                      incrange  pufvar             target                puf           diff  pdiff  ipdiff  column_description
197            0                   All returns  e00200  7,577,563,943,000  7,584,862,081,208  7,298,138,208   0.1%   -0.0%  Salaries and wages
61             1                  Under $5,000  e00200     45,624,860,000     45,619,130,524     -5,729,476  -0.0%   -4.2%  Salaries and wages
27             2          $5,000 under $10,000  e00200     61,751,519,000     61,801,603,043     50,084,043   0.1%    3.2%  Salaries and wages
95             3         $10,000 under $15,000  e00200    102,641,467,000    102,744,109,533    102,642,533   0.1%   -4.9%  Salaries and wages
129            4         $15,000 under $20,000  e00200    144,870,411,000    145,015,282,900    144,871,900   0.1%   -3.3%  Salaries and wages
537            5         $20,000 under $25,000  e00200    182,708,792,000    182,891,502,668    182,710,668   0.1%    5.1%  Salaries and wages
367            6         $25,000 under $30,000  e00200    200,080,435,000    200,280,517,455    200,082,455   0.1%   -0.1%  Salaries and wages
469            7         $30,000 under $40,000  e00200    441,282,302,000    441,723,588,693    441,286,693   0.1%    1.5%  Salaries and wages
333            8         $40,000 under $50,000  e00200    437,485,582,000    437,923,071,974    437,489,974   0.1%   -1.7%  Salaries and wages
571            9         $50,000 under $75,000  e00200  1,000,500,360,000  1,001,500,870,463  1,000,510,463   0.1%   -0.1%  Salaries and wages
503           10        $75,000 under $100,000  e00200    870,406,373,000    871,276,788,277    870,415,277   0.1%   -0.1%  Salaries and wages
435           11       $100,000 under $200,000  e00200  2,015,029,480,000  2,017,044,529,950  2,015,049,950   0.1%    0.1%  Salaries and wages
231           12       $200,000 under $500,000  e00200  1,206,754,121,000  1,207,960,888,578  1,206,767,578   0.1%   -0.1%  Salaries and wages
605           13     $500,000 under $1,000,000  e00200    379,375,686,000    379,755,065,743    379,379,743   0.1%   -0.1%  Salaries and wages
401           14   $1,000,000 under $1,500,000  e00200    121,320,814,000    121,442,136,094    121,322,094   0.1%   34.6%  Salaries and wages
265           15   $1,500,000 under $2,000,000  e00200     62,643,611,000     62,706,255,337     62,644,337   0.1%   -8.6%  Salaries and wages
299           16   $2,000,000 under $5,000,000  e00200    134,372,608,000    134,506,981,959    134,373,959   0.1%  -64.8%  Salaries and wages
163           17  $5,000,000 under $10,000,000  e00200     64,755,746,000     64,815,942,371     60,196,371   0.1%  -61.5%  Salaries and wages
639           18           $10,000,000 or more  e00200    105,959,775,000    105,853,815,643   -105,959,357  -0.1%   85.2%  Salaries and wages

     common_stub                      incrange      pufvar       target          puf     diff  pdiff  ipdiff                         column_description
199            0                   All returns  e00200_nnz  126,264,481  126,299,386   34,905   0.0%    0.1%  Number of returns with salaries and wages
63             1                  Under $5,000  e00200_nnz    7,498,743    7,505,504    6,761   0.1%    1.6%  Number of returns with salaries and wages
29             2          $5,000 under $10,000  e00200_nnz    8,269,276    8,262,054   -7,222  -0.1%   -1.3%  Number of returns with salaries and wages
97             3         $10,000 under $15,000  e00200_nnz    8,640,300    8,631,660   -8,640  -0.1%   -0.2%  Number of returns with salaries and wages
131            4         $15,000 under $20,000  e00200_nnz    8,574,161    8,582,735    8,574   0.1%   -2.9%  Number of returns with salaries and wages
539            5         $20,000 under $25,000  e00200_nnz    8,364,949    8,373,314    8,365   0.1%    3.4%  Number of returns with salaries and wages
369            6         $25,000 under $30,000  e00200_nnz    7,546,010    7,538,464   -7,546  -0.1%   -0.9%  Number of returns with salaries and wages
471            7         $30,000 under $40,000  e00200_nnz   13,247,533   13,260,781   13,248   0.1%    2.0%  Number of returns with salaries and wages
335            8         $40,000 under $50,000  e00200_nnz   10,403,747   10,411,568    7,821   0.1%   -1.6%  Number of returns with salaries and wages
573            9         $50,000 under $75,000  e00200_nnz   17,936,912   17,949,678   12,766   0.1%    0.1%  Number of returns with salaries and wages
505           10        $75,000 under $100,000  e00200_nnz   11,528,881   11,540,410   11,529   0.1%   -0.1%  Number of returns with salaries and wages
437           11       $100,000 under $200,000  e00200_nnz   17,460,941   17,443,480  -17,461  -0.1%    0.1%  Number of returns with salaries and wages
233           12       $200,000 under $500,000  e00200_nnz    5,511,434    5,516,945    5,511   0.1%    0.1%  Number of returns with salaries and wages
607           13     $500,000 under $1,000,000  e00200_nnz      871,177      872,048      871   0.1%   -0.1%  Number of returns with salaries and wages
403           14   $1,000,000 under $1,500,000  e00200_nnz      187,004      187,191      187   0.1%   47.7%  Number of returns with salaries and wages
267           15   $1,500,000 under $2,000,000  e00200_nnz       74,469       74,543       74   0.1%  -10.0%  Number of returns with salaries and wages
301           16   $2,000,000 under $5,000,000  e00200_nnz      106,641      106,748      107   0.1%  -60.9%  Number of returns with salaries and wages
165           17  $5,000,000 under $10,000,000  e00200_nnz       25,938       25,914      -24  -0.1%  -64.3%  Number of returns with salaries and wages
641           18           $10,000,000 or more  e00200_nnz       16,364       16,348      -16  -0.1%   -3.1%  Number of returns with salaries and wages

     common_stub                      incrange  pufvar           target              puf         diff  pdiff  ipdiff column_description
185            0                   All returns  e00300  106,055,367,000  106,014,130,010  -41,236,990  -0.0%    0.0%   Taxable interest
49             1                  Under $5,000  e00300    6,313,334,000    6,313,039,674     -294,326  -0.0%    0.1%   Taxable interest
15             2          $5,000 under $10,000  e00300      750,884,000      750,972,136       88,136   0.0%   -1.7%   Taxable interest
83             3         $10,000 under $15,000  e00300      910,294,000      909,383,699     -910,301  -0.1%    8.0%   Taxable interest
117            4         $15,000 under $20,000  e00300    1,023,518,000    1,024,541,533    1,023,533   0.1%   22.7%   Taxable interest
525            5         $20,000 under $25,000  e00300    1,022,021,000    1,020,998,969   -1,022,031  -0.1%  -29.6%   Taxable interest
355            6         $25,000 under $30,000  e00300      941,757,000      940,815,235     -941,765  -0.1%    3.9%   Taxable interest
457            7         $30,000 under $40,000  e00300    1,942,630,000    1,940,687,354   -1,942,646  -0.1%   16.4%   Taxable interest
321            8         $40,000 under $50,000  e00300    1,735,295,000    1,733,559,688   -1,735,312  -0.1%  -20.2%   Taxable interest
559            9         $50,000 under $75,000  e00300    5,574,683,000    5,569,108,268   -5,574,732  -0.1%    0.1%   Taxable interest
491           10        $75,000 under $100,000  e00300    5,046,194,000    5,041,147,760   -5,046,240  -0.1%    0.1%   Taxable interest
423           11       $100,000 under $200,000  e00300   14,295,833,000   14,281,537,033  -14,295,967  -0.1%    0.1%   Taxable interest
219           12       $200,000 under $500,000  e00300   14,390,980,000   14,405,371,137   14,391,137   0.1%   -0.1%   Taxable interest
593           13     $500,000 under $1,000,000  e00300    8,601,677,000    8,593,075,274   -8,601,726  -0.1%   -0.1%   Taxable interest
389           14   $1,000,000 under $1,500,000  e00300    4,459,093,000    4,454,633,869   -4,459,131  -0.1%   33.3%   Taxable interest
253           15   $1,500,000 under $2,000,000  e00300    2,988,390,000    2,985,401,582   -2,988,418  -0.1%  -34.0%   Taxable interest
287           16   $2,000,000 under $5,000,000  e00300    8,879,902,000    8,888,781,999    8,879,999   0.1%  -53.2%   Taxable interest
151           17  $5,000,000 under $10,000,000  e00300    5,684,017,000    5,687,703,710    3,686,710   0.1%  -46.3%   Taxable interest
627           18           $10,000,000 or more  e00300   21,494,866,000   21,473,371,090  -21,494,910  -0.1%   32.1%   Taxable interest

     common_stub                      incrange      pufvar      target         puf     diff  pdiff  ipdiff                       column_description
196            0                   All returns  e00300_nnz  44,193,009  44,152,123  -40,886  -0.1%    0.1%  Number of returns with taxable interest
60             1                  Under $5,000  e00300_nnz   2,116,158   2,116,276      118   0.0%  -10.7%  Number of returns with taxable interest
26             2          $5,000 under $10,000  e00300_nnz   1,334,991   1,334,218     -773  -0.1%   17.1%  Number of returns with taxable interest
94             3         $10,000 under $15,000  e00300_nnz   1,452,616   1,451,163   -1,453  -0.1%   24.7%  Number of returns with taxable interest
128            4         $15,000 under $20,000  e00300_nnz   1,366,790   1,365,423   -1,367  -0.1%   -5.6%  Number of returns with taxable interest
536            5         $20,000 under $25,000  e00300_nnz   1,433,085   1,431,652   -1,433  -0.1%  -19.4%  Number of returns with taxable interest
366            6         $25,000 under $30,000  e00300_nnz   1,326,946   1,325,619   -1,327  -0.1%    4.1%  Number of returns with taxable interest
468            7         $30,000 under $40,000  e00300_nnz   2,719,924   2,717,204   -2,720  -0.1%    5.6%  Number of returns with taxable interest
332            8         $40,000 under $50,000  e00300_nnz   2,704,026   2,701,322   -2,704  -0.1%   -7.4%  Number of returns with taxable interest
570            9         $50,000 under $75,000  e00300_nnz   6,608,661   6,602,052   -6,609  -0.1%    0.1%  Number of returns with taxable interest
502           10        $75,000 under $100,000  e00300_nnz   5,854,757   5,848,902   -5,855  -0.1%    0.1%  Number of returns with taxable interest
434           11       $100,000 under $200,000  e00300_nnz  11,121,958  11,110,836  -11,122  -0.1%    0.1%  Number of returns with taxable interest
