
Regrown reweighted puf, ipopt method, compared to IRS values, run on 2020-11-20

Data are for filers only, using IRS filing requirements plus estimates of likely filing.

This report is in 3 sections:
  1. Summary report for all variables, summarized over all filers
  2. Detailed report by AGI range for each variable
  3. Table that provides details on puf variables and their mappings to irs data

1. Summary report for all variables, summarized over all filers:

     common_stub     incrange         pufvar              target                 puf            diff  pdiff  ipdiff                                                                     column_description
679            0                   All returns  nret_all  152,903,231  152,833,335  -69,896  -0.0%   -4.6%  Number of returns
674            1                  Under $5,000  nret_all   11,782,422   11,776,745   -5,677  -0.0%  -12.7%  Number of returns
704            2          $5,000 under $10,000  nret_all   10,789,563   10,792,300    2,737   0.0%  -13.7%  Number of returns
401            3         $10,000 under $15,000  nret_all   11,594,637   11,583,042  -11,595  -0.1%   -6.2%  Number of returns
650            4         $15,000 under $20,000  nret_all   10,665,270   10,672,560    7,290   0.1%    0.4%  Number of returns
339            5         $20,000 under $25,000  nret_all    9,983,829    9,973,845   -9,984  -0.1%  -18.2%  Number of returns
616            6         $25,000 under $30,000  nret_all    8,824,548    8,832,897    8,349   0.1%   -0.8%  Number of returns
297            7         $30,000 under $40,000  nret_all   15,209,009   15,193,800  -15,209  -0.1%  -11.1%  Number of returns
290            8         $40,000 under $50,000  nret_all   11,915,599   11,903,683  -11,916  -0.1%   -5.9%  Number of returns
302            9         $50,000 under $75,000  nret_all   20,958,446   20,937,487  -20,959  -0.1%   -0.9%  Number of returns
350           10        $75,000 under $100,000  nret_all   13,508,353   13,494,845  -13,508  -0.1%   -3.6%  Number of returns
755           11       $100,000 under $200,000  nret_all   19,951,450   19,951,591      141   0.0%    5.5%  Number of returns
740           12       $200,000 under $500,000  nret_all    6,215,046    6,215,408      362   0.0%    6.3%  Number of returns
692           13     $500,000 under $1,000,000  nret_all    1,010,203    1,010,581      378   0.0%    5.7%  Number of returns
453           14   $1,000,000 under $1,500,000  nret_all      222,611      222,388     -223  -0.1%    6.0%  Number of returns
698           15   $1,500,000 under $2,000,000  nret_all       90,527       90,556       29   0.0%   13.9%  Number of returns
593           16   $2,000,000 under $5,000,000  nret_all      129,868      129,739     -129  -0.1%    6.1%  Number of returns
653           17  $5,000,000 under $10,000,000  nret_all       31,628       31,649       21   0.1%   20.0%  Number of returns
725           18           $10,000,000 or more  nret_all       20,223       20,220       -3  -0.0%   -0.8%  Number of returns

     common_stub                      incrange pufvar      target         puf     diff  pdiff  ipdiff                   column_description
689            0                   All returns  mars1  73,021,932  72,992,051  -29,881  -0.0%   -7.8%  Number of returns of single persons
649            1                  Under $5,000  mars1   9,624,749   9,618,128   -6,621  -0.1%  -11.6%  Number of returns of single persons
695            2          $5,000 under $10,000  mars1   8,354,084   8,357,060    2,976   0.0%  -12.8%  Number of returns of single persons
416            3         $10,000 under $15,000  mars1   7,508,038   7,500,530   -7,508  -0.1%   -7.4%  Number of returns of single persons
209            4         $15,000 under $20,000  mars1   6,275,620   6,281,896    6,276   0.1%   -3.2%  Number of returns of single persons
345            5         $20,000 under $25,000  mars1   5,619,627   5,614,007   -5,620  -0.1%  -18.8%  Number of returns of single persons
235            6         $25,000 under $30,000  mars1   4,879,918   4,884,798    4,880   0.1%   -8.2%  Number of returns of single persons
283            7         $30,000 under $40,000  mars1   8,056,894   8,048,837   -8,057  -0.1%  -15.0%  Number of returns of single persons
307            8         $40,000 under $50,000  mars1   6,021,209   6,015,188   -6,021  -0.1%   -9.4%  Number of returns of single persons
335            9         $50,000 under $75,000  mars1   8,817,515   8,808,697   -8,818  -0.1%    2.5%  Number of returns of single persons
367           10        $75,000 under $100,000  mars1   3,751,264   3,747,513   -3,751  -0.1%    0.4%  Number of returns of single persons
446           11       $100,000 under $200,000  mars1   3,243,701   3,246,945    3,244   0.1%    6.4%  Number of returns of single persons
420           12       $200,000 under $500,000  mars1     699,528     698,828     -700  -0.1%    7.3%  Number of returns of single persons
539           13     $500,000 under $1,000,000  mars1     110,266     110,156     -110  -0.1%   13.7%  Number of returns of single persons
507           14   $1,000,000 under $1,500,000  mars1      26,192      26,166      -26  -0.1%    7.3%  Number of returns of single persons
534           15   $1,500,000 under $2,000,000  mars1      10,635      10,624      -11  -0.1%   19.3%  Number of returns of single persons
462           16   $2,000,000 under $5,000,000  mars1      16,163      16,147      -16  -0.1%   16.2%  Number of returns of single persons
703           17  $5,000,000 under $10,000,000  mars1       3,882       3,883        1   0.0%   35.4%  Number of returns of single persons
103           18           $10,000,000 or more  mars1       2,646       2,649        3   0.1%    3.5%  Number of returns of single persons

     common_stub                      incrange pufvar      target         puf     diff  pdiff  ipdiff                                                                    column_description
673            0                   All returns  mars2  54,774,397  54,746,928  -27,469  -0.1%   -2.6%  Number of returns of married persons filing jointly and returns of surviving spouses
669            1                  Under $5,000  mars2   1,380,491   1,381,256      765   0.1%  -31.5%  Number of returns of married persons filing jointly and returns of surviving spouses
608            2          $5,000 under $10,000  mars2     964,726     965,659      933   0.1%  -29.0%  Number of returns of married persons filing jointly and returns of surviving spouses
304            3         $10,000 under $15,000  mars2   1,320,912   1,319,591   -1,321  -0.1%  -25.0%  Number of returns of married persons filing jointly and returns of surviving spouses
374            4         $15,000 under $20,000  mars2   1,521,743   1,520,221   -1,522  -0.1%  -16.5%  Number of returns of married persons filing jointly and returns of surviving spouses
323            5         $20,000 under $25,000  mars2   1,797,799   1,796,001   -1,798  -0.1%  -21.7%  Number of returns of married persons filing jointly and returns of surviving spouses
459            6         $25,000 under $30,000  mars2   1,657,652   1,659,310    1,658   0.1%   18.3%  Number of returns of married persons filing jointly and returns of surviving spouses
321            7         $30,000 under $40,000  mars2   3,456,996   3,453,539   -3,457  -0.1%   -4.7%  Number of returns of married persons filing jointly and returns of surviving spouses
293            8         $40,000 under $50,000  mars2   3,372,258   3,368,886   -3,372  -0.1%   -2.0%  Number of returns of married persons filing jointly and returns of surviving spouses
299            9         $50,000 under $75,000  mars2   8,786,118   8,777,332   -8,786  -0.1%   -5.4%  Number of returns of married persons filing jointly and returns of surviving spouses
356           10        $75,000 under $100,000  mars2   8,396,454   8,388,057   -8,397  -0.1%   -6.4%  Number of returns of married persons filing jointly and returns of surviving spouses
710           11       $100,000 under $200,000  mars2  15,538,630  15,534,901   -3,729  -0.0%    5.4%  Number of returns of married persons filing jointly and returns of surviving spouses
709           12       $200,000 under $500,000  mars2   5,303,488   5,304,761    1,273   0.0%    5.8%  Number of returns of married persons filing jointly and returns of surviving spouses
659           13     $500,000 under $1,000,000  mars2     864,399     864,921      522   0.1%    5.1%  Number of returns of married persons filing jointly and returns of surviving spouses
429           14   $1,000,000 under $1,500,000  mars2     187,207     187,020     -187  -0.1%    6.1%  Number of returns of married persons filing jointly and returns of surviving spouses
661           15   $1,500,000 under $2,000,000  mars2      75,877      75,922       45   0.1%   13.6%  Number of returns of married persons filing jointly and returns of surviving spouses
386           16   $2,000,000 under $5,000,000  mars2     107,321     107,214     -107  -0.1%    4.9%  Number of returns of married persons filing jointly and returns of surviving spouses
642           17  $5,000,000 under $10,000,000  mars2      26,083      26,103       20   0.1%   18.0%  Number of returns of married persons filing jointly and returns of surviving spouses
687           18           $10,000,000 or more  mars2      16,242      16,235       -7  -0.0%   -0.5%  Number of returns of married persons filing jointly and returns of surviving spouses

     common_stub                      incrange pufvar     target        puf    diff  pdiff  ipdiff                                      column_description
637            0                   All returns  mars3  3,212,807  3,210,139  -2,668  -0.1%  -28.1%  Number of returns of married persons filing separately
696            1                  Under $5,000  mars3    201,766    201,833      67   0.0%  -44.5%  Number of returns of married persons filing separately
629            2          $5,000 under $10,000  mars3    144,723    144,851     128   0.1%  -20.3%  Number of returns of married persons filing separately
592            3         $10,000 under $15,000  mars3    151,753    151,602    -151  -0.1%   12.8%  Number of returns of married persons filing separately
510            4         $15,000 under $20,000  mars3    165,662    165,496    -166  -0.1%  -27.9%  Number of returns of married persons filing separately
314            5         $20,000 under $25,000  mars3    208,854    208,645    -209  -0.1%  -44.7%  Number of returns of married persons filing separately
428            6         $25,000 under $30,000  mars3    237,759    237,521    -238  -0.1%  -26.9%  Number of returns of married persons filing separately
322            7         $30,000 under $40,000  mars3    441,031    440,590    -441  -0.1%  -37.5%  Number of returns of married persons filing separately
349            8         $40,000 under $50,000  mars3    396,157    395,761    -396  -0.1%  -31.5%  Number of returns of married persons filing separately
309            9         $50,000 under $75,000  mars3    635,460    634,825    -635  -0.1%  -29.5%  Number of returns of married persons filing separately
347           10        $75,000 under $100,000  mars3    285,591    285,305    -286  -0.1%  -18.0%  Number of returns of married persons filing separately
441           11       $100,000 under $200,000  mars3    271,847    271,575    -272  -0.1%  -31.0%  Number of returns of married persons filing separately
501           12       $200,000 under $500,000  mars3     51,414     51,363     -51  -0.1%   19.0%  Number of returns of married persons filing separately
558           13     $500,000 under $1,000,000  mars3     10,784     10,773     -11  -0.1%   21.2%  Number of returns of married persons filing separately
542           14   $1,000,000 under $1,500,000  mars3      3,100      3,097      -3  -0.1%   31.5%  Number of returns of married persons filing separately
514           15   $1,500,000 under $2,000,000  mars3      1,891      1,889      -2  -0.1%   12.8%  Number of returns of married persons filing separately
513           16   $2,000,000 under $5,000,000  mars3      3,165      3,162      -3  -0.1%   11.8%  Number of returns of married persons filing separately
738           17  $5,000,000 under $10,000,000  mars3        994        994       0   0.0%   31.2%  Number of returns of married persons filing separately
108           18           $10,000,000 or more  mars3        855        856       1   0.1%  -21.2%  Number of returns of married persons filing separately

     common_stub                      incrange pufvar      target         puf    diff  pdiff  ipdiff                        column_description
680            0                   All returns  mars4  21,894,095  21,884,217  -9,878  -0.0%    4.2%  Number of returns of heads of households
717            1                  Under $5,000  mars4     575,416     575,527     111   0.0%   26.9%  Number of returns of heads of households
602            2          $5,000 under $10,000  mars4   1,326,029   1,324,730  -1,299  -0.1%   -7.4%  Number of returns of heads of households
393            3         $10,000 under $15,000  mars4   2,613,933   2,611,319  -2,614  -0.1%    5.6%  Number of returns of heads of households
208            4         $15,000 under $20,000  mars4   2,702,244   2,704,946   2,702   0.1%   19.9%  Number of returns of heads of households
333            5         $20,000 under $25,000  mars4   2,357,549   2,355,191  -2,358  -0.1%  -11.8%  Number of returns of heads of households
320            6         $25,000 under $30,000  mars4   2,049,219   2,051,268   2,049   0.1%    4.4%  Number of returns of heads of households
288            7         $30,000 under $40,000  mars4   3,254,088   3,250,834  -3,254  -0.1%   -4.7%  Number of returns of heads of households
583            8         $40,000 under $50,000  mars4   2,125,974   2,123,849  -2,125  -0.1%    2.7%  Number of returns of heads of households
582            9         $50,000 under $75,000  mars4   2,719,352   2,716,634  -2,718  -0.1%    9.0%  Number of returns of heads of households
586           10        $75,000 under $100,000  mars4   1,075,043   1,073,969  -1,074  -0.1%    7.4%  Number of returns of heads of households
506           11       $100,000 under $200,000  mars4     897,273     898,170     897   0.1%   14.9%  Number of returns of heads of households
425           12       $200,000 under $500,000  mars4     160,616     160,455    -161  -0.1%   14.6%  Number of returns of heads of households
376           13     $500,000 under $1,000,000  mars4      24,755      24,730     -25  -0.1%  -17.9%  Number of returns of heads of households
327           14   $1,000,000 under $1,500,000  mars4       6,112       6,106      -6  -0.1%  -17.2%  Number of returns of heads of households
494           15   $1,500,000 under $2,000,000  mars4       2,123       2,121      -2  -0.1%   -4.7%  Number of returns of heads of households
424           16   $2,000,000 under $5,000,000  mars4       3,220       3,217      -3  -0.1%  -10.6%  Number of returns of heads of households
744           17  $5,000,000 under $10,000,000  mars4         669         669       0   0.0%   -6.7%  Number of returns of heads of households
96            18           $10,000,000 or more  mars4         480         480       0   0.1%    0.0%  Number of returns of heads of households

     common_stub                      incrange  pufvar              target                 puf            diff  pdiff  ipdiff                  column_description
699            0                   All returns  c00100  11,009,900,155,000  11,006,448,776,555  -3,451,378,445  -0.0%    1.7%  Adjusted gross income less deficit
652            1                  Under $5,000  c00100    -207,008,365,000    -206,871,237,072     137,127,928  -0.1%  -71.0%  Adjusted gross income less deficit
671            2          $5,000 under $10,000  c00100      81,447,661,000      81,404,888,369     -42,772,631  -0.1%  -14.5%  Adjusted gross income less deficit
189            3         $10,000 under $15,000  c00100     145,001,169,000     145,146,171,631     145,002,631   0.1%   -5.4%  Adjusted gross income less deficit
210            4         $15,000 under $20,000  c00100     186,097,793,000     186,283,892,661     186,099,661   0.1%   -0.1%  Adjusted gross income less deficit
215            5         $20,000 under $25,000  c00100     224,218,126,000     224,442,346,376     224,220,376   0.1%  -18.0%  Adjusted gross income less deficit
231            6         $25,000 under $30,000  c00100     242,450,897,000     242,693,350,327     242,453,327   0.1%   -1.0%  Adjusted gross income less deficit
237            7         $30,000 under $40,000  c00100     529,629,959,000     530,159,594,263     529,635,263   0.1%  -11.1%  Adjusted gross income less deficit
694            8         $40,000 under $50,000  c00100     533,337,760,000     533,528,222,452     190,462,452   0.0%   -5.9%  Adjusted gross income less deficit
651            9         $50,000 under $75,000  c00100   1,286,848,073,000   1,287,716,137,745     868,064,745   0.1%   -0.7%  Adjusted gross income less deficit
645           10        $75,000 under $100,000  c00100   1,170,354,458,000   1,171,211,632,210     857,174,210   0.1%   -3.3%  Adjusted gross income less deficit
270           11       $100,000 under $200,000  c00100   2,707,840,958,000   2,705,133,089,996  -2,707,868,004  -0.1%    5.8%  Adjusted gross income less deficit
330           12       $200,000 under $500,000  c00100   1,770,815,570,000   1,769,044,736,782  -1,770,833,218  -0.1%    6.0%  Adjusted gross income less deficit
466           13     $500,000 under $1,000,000  c00100     679,941,585,000     679,261,636,720    -679,948,280  -0.1%    6.5%  Adjusted gross income less deficit
449           14   $1,000,000 under $1,500,000  c00100     268,740,908,000     268,472,164,440    -268,743,560  -0.1%    6.7%  Adjusted gross income less deficit
421           15   $1,500,000 under $2,000,000  c00100     155,813,355,000     155,657,540,103    -155,814,897  -0.1%   13.4%  Adjusted gross income less deficit
385           16   $2,000,000 under $5,000,000  c00100     386,043,696,000     385,657,648,469    -386,047,531  -0.1%    6.4%  Adjusted gross income less deficit
630           17  $5,000,000 under $10,000,000  c00100     216,163,537,000     215,976,114,057    -187,422,943  -0.1%   20.2%  Adjusted gross income less deficit
543           18           $10,000,000 or more  c00100     632,163,016,000     631,530,847,028    -632,168,972  -0.1%  -28.3%  Adjusted gross income less deficit

     common_stub                      incrange  pufvar             target                puf            diff  pdiff  ipdiff  column_description
691            0                   All returns  e00200  7,577,563,943,000  7,574,713,786,691  -2,850,156,309  -0.0%    1.3%  Salaries and wages
690            1                  Under $5,000  e00200     45,624,860,000     45,642,729,320      17,869,320   0.0%  -26.2%  Salaries and wages
600            2          $5,000 under $10,000  e00200     61,751,519,000     61,812,178,156      60,659,156   0.1%   -5.3%  Salaries and wages
280            3         $10,000 under $15,000  e00200    102,641,467,000    102,538,824,508    -102,642,492  -0.1%  -10.2%  Salaries and wages
278            4         $15,000 under $20,000  e00200    144,870,411,000    144,725,539,142    -144,871,858  -0.1%  -10.0%  Salaries and wages
272            5         $20,000 under $25,000  e00200    182,708,792,000    182,526,081,383    -182,710,617  -0.1%  -25.9%  Salaries and wages
276            6         $25,000 under $30,000  e00200    200,080,435,000    199,880,352,567    -200,082,433  -0.1%   -7.8%  Salaries and wages
273            7         $30,000 under $40,000  e00200    441,282,302,000    440,841,015,291    -441,286,709  -0.1%  -16.7%  Salaries and wages
277            8         $40,000 under $50,000  e00200    437,485,582,000    437,048,092,049    -437,489,951  -0.1%  -12.3%  Salaries and wages
271            9         $50,000 under $75,000  e00200  1,000,500,360,000    999,499,849,647  -1,000,510,353  -0.1%   -4.8%  Salaries and wages
316           10        $75,000 under $100,000  e00200    870,406,373,000    869,535,957,945    -870,415,055  -0.1%   -6.3%  Salaries and wages
256           11       $100,000 under $200,000  e00200  2,015,029,480,000  2,017,044,529,636   2,015,049,636   0.1%    9.4%  Salaries and wages
360           12       $200,000 under $500,000  e00200  1,206,754,121,000  1,205,547,354,869  -1,206,766,131  -0.1%   11.8%  Salaries and wages
391           13     $500,000 under $1,000,000  e00200    379,375,686,000    378,996,306,546    -379,379,454  -0.1%   12.1%  Salaries and wages
247           14   $1,000,000 under $1,500,000  e00200    121,320,814,000    121,442,136,028     121,322,028   0.1%   14.9%  Salaries and wages
388           15   $1,500,000 under $2,000,000  e00200     62,643,611,000     62,580,966,767     -62,644,233  -0.1%   20.8%  Salaries and wages
315           16   $2,000,000 under $5,000,000  e00200    134,372,608,000    134,238,234,052    -134,373,948  -0.1%    4.4%  Salaries and wages
728           17  $5,000,000 under $10,000,000  e00200     64,755,746,000     64,747,902,779      -7,843,221  -0.0%   30.7%  Salaries and wages
100           18           $10,000,000 or more  e00200    105,959,775,000    106,065,736,005     105,961,005   0.1%   -1.5%  Salaries and wages

     common_stub                      incrange      pufvar       target          puf     diff  pdiff  ipdiff                         column_description
646            0                   All returns  e00200_nnz  126,264,481  126,356,243   91,762   0.1%   -4.8%  Number of returns with salaries and wages
625            1                  Under $5,000  e00200_nnz    7,498,743    7,505,533    6,790   0.1%    1.5%  Number of returns with salaries and wages
753            2          $5,000 under $10,000  e00200_nnz    8,269,276    8,269,348       72   0.0%   -1.5%  Number of returns with salaries and wages
224            3         $10,000 under $15,000  e00200_nnz    8,640,300    8,648,940    8,640   0.1%   -7.3%  Number of returns with salaries and wages
214            4         $15,000 under $20,000  e00200_nnz    8,574,161    8,582,735    8,574   0.1%   -5.3%  Number of returns with salaries and wages
241            5         $20,000 under $25,000  e00200_nnz    8,364,949    8,373,314    8,365   0.1%  -23.2%  Number of returns with salaries and wages
239            6         $25,000 under $30,000  e00200_nnz    7,546,010    7,553,556    7,546   0.1%   -5.2%  Number of returns with salaries and wages
257            7         $30,000 under $40,000  e00200_nnz   13,247,533   13,260,781   13,248   0.1%  -15.4%  Number of returns with salaries and wages
255            8         $40,000 under $50,000  e00200_nnz   10,403,747   10,414,151   10,404   0.1%  -10.4%  Number of returns with salaries and wages
242            9         $50,000 under $75,000  e00200_nnz   17,936,912   17,954,849   17,937   0.1%   -3.4%  Number of returns with salaries and wages
344           10        $75,000 under $100,000  e00200_nnz   11,528,881   11,517,352  -11,529  -0.1%   -5.9%  Number of returns with salaries and wages
561           11       $100,000 under $200,000  e00200_nnz   17,460,941   17,478,402   17,461   0.1%    7.2%  Number of returns with salaries and wages
248           12       $200,000 under $500,000  e00200_nnz    5,511,434    5,516,945    5,511   0.1%    8.5%  Number of returns with salaries and wages
430           13     $500,000 under $1,000,000  e00200_nnz      871,177      870,306     -871  -0.1%    5.6%  Number of returns with salaries and wages
382           14   $1,000,000 under $1,500,000  e00200_nnz      187,004      186,817     -187  -0.1%    3.5%  Number of returns with salaries and wages
395           15   $1,500,000 under $2,000,000  e00200_nnz       74,469       74,395      -74  -0.1%   12.6%  Number of returns with salaries and wages
377           16   $2,000,000 under $5,000,000  e00200_nnz      106,641      106,534     -107  -0.1%    2.5%  Number of returns with salaries and wages
746           17  $5,000,000 under $10,000,000  e00200_nnz       25,938       25,937       -1  -0.0%   17.6%  Number of returns with salaries and wages
554           18           $10,000,000 or more  e00200_nnz       16,364       16,348      -16  -0.1%    0.3%  Number of returns with salaries and wages

     common_stub                      incrange  pufvar           target              puf         diff  pdiff  ipdiff column_description
729            0                   All returns  e00300  106,055,367,000  106,068,026,418   12,659,418   0.0%    0.0%   Taxable interest
721            1                  Under $5,000  e00300    6,313,334,000    6,312,254,822   -1,079,178  -0.0%  -41.4%   Taxable interest
599            2          $5,000 under $10,000  e00300      750,884,000      750,146,162     -737,838  -0.1%  -26.6%   Taxable interest
95             3         $10,000 under $15,000  e00300      910,294,000      911,204,305      910,305   0.1%   58.5%   Taxable interest
113            4         $15,000 under $20,000  e00300    1,023,518,000    1,024,541,529    1,023,529   0.1%   82.5%   Taxable interest
90             5         $20,000 under $25,000  e00300    1,022,021,000    1,023,043,036    1,022,036   0.1%  109.3%   Taxable interest
94             6         $25,000 under $30,000  e00300      941,757,000      942,698,769      941,769   0.1%  122.5%   Taxable interest
132            7         $30,000 under $40,000  e00300    1,942,630,000    1,944,572,650    1,942,650   0.1%   81.5%   Taxable interest
287            8         $40,000 under $50,000  e00300    1,735,295,000    1,737,030,312    1,735,312   0.1%   99.7%   Taxable interest
141            9         $50,000 under $75,000  e00300    5,574,683,000    5,580,257,740    5,574,740   0.1%   60.0%   Taxable interest
106           10        $75,000 under $100,000  e00300    5,046,194,000    5,051,240,250    5,046,250   0.1%   59.9%   Taxable interest
447           11       $100,000 under $200,000  e00300   14,295,833,000   14,310,128,974   14,295,974   0.1%   23.0%   Taxable interest
525           12       $200,000 under $500,000  e00300   14,390,980,000   14,376,588,882  -14,391,118  -0.1%   -2.8%   Taxable interest
522           13     $500,000 under $1,000,000  e00300    8,601,677,000    8,593,075,240   -8,601,760  -0.1%    8.0%   Taxable interest
489           14   $1,000,000 under $1,500,000  e00300    4,459,093,000    4,454,633,863   -4,459,137  -0.1%   -6.4%   Taxable interest
465           15   $1,500,000 under $2,000,000  e00300    2,988,390,000    2,985,401,581   -2,988,419  -0.1%    0.3%   Taxable interest
440           16   $2,000,000 under $5,000,000  e00300    8,879,902,000    8,871,022,010   -8,879,990  -0.1%  -13.1%   Taxable interest
748           17  $5,000,000 under $10,000,000  e00300    5,684,017,000    5,683,825,203     -191,797  -0.0%   -9.8%   Taxable interest
134           18           $10,000,000 or more  e00300   21,494,866,000   21,516,361,088   21,495,088   0.1%  -56.1%   Taxable interest

     common_stub                      incrange      pufvar      target         puf    diff  pdiff  ipdiff                       column_description
622            0                   All returns  e00300_nnz  44,193,009  44,233,713  40,704   0.1%   21.0%  Number of returns with taxable interest
654            1                  Under $5,000  e00300_nnz   2,116,158   2,117,520   1,362   0.1%  -15.4%  Number of returns with taxable interest
588            2          $5,000 under $10,000  e00300_nnz   1,334,991   1,333,660  -1,331  -0.1%  -11.4%  Number of returns with taxable interest
123            3         $10,000 under $15,000  e00300_nnz   1,452,616   1,454,069   1,453   0.1%   22.3%  Number of returns with taxable interest
148            4         $15,000 under $20,000  e00300_nnz   1,366,790   1,368,157   1,367   0.1%   31.8%  Number of returns with taxable interest
161            5         $20,000 under $25,000  e00300_nnz   1,433,085   1,434,518   1,433   0.1%   16.1%  Number of returns with taxable interest
176            6         $25,000 under $30,000  e00300_nnz   1,326,946   1,328,273   1,327   0.1%   50.1%  Number of returns with taxable interest
219            7         $30,000 under $40,000  e00300_nnz   2,719,924   2,722,644   2,720   0.1%   30.1%  Number of returns with taxable interest
